_folder,_file_name,_image_path,generated,error,new_rule_auto_label,new_rule_reason_cn,episode_uid,v0_3_category_cn,condition_context_cn,condition_level,condition_score_peak,body_attitude_score_simple,steer_response_strength,steer_delta_prepost,response_shape,coordinate_continuity_ok,subject,session_stamp,t_condition_anchor,dataset_candidate_version,vehicle_raw_absolute_path,vehicle_raw_relative_path,vehicle_raw_size_bytes,vehicle_raw_sha256,read_status,read_error,available_columns,missing_required_columns,row_count,duration_s,time_start_s,time_end_s,sampling_rate_median_hz,episode_count,success_episode_count,event_index_in_session,t_condition_end,t_condition_peak,condition_duration_s,condition_score_mean,window_complete,recommended_input_start_s,recommended_input_end_s,recommended_label_start_s,recommended_label_end_s,vehicle_component_count,roll_evidence,lateral_evidence,is_roll_context,is_lateral_dynamic_context,is_curve_context,is_low_mu_context,is_brake_context,has_brake_response,local_lateral_step_p99,local_lateral_step_max,peak_abs_ay_window,peak_abs_yaw_rate_window,peak_abs_roll_rate_window,peak_abs_roll_window,peak_abs_curvature_window,min_mu_window,median_speed_kmh_window,ay_threshold,yaw_rate_threshold,roll_rate_threshold,roll_angle_threshold,curvature_threshold,t_steer_onset,steer_onset_relation,steer_response_delay_s,steer_amp_threshold,steer_rate_threshold,steer_rate_peak_near,steer_response_score,input_start_already_steering,t_response_peak,steer_peak_delta,has_return,has_countersteer,nearest_old_context_table,nearest_old_context_time_s,delta_to_nearest_old_context_s,nearest_old_road_module,nearest_old_risk_class,nearest_old_event_types,nearest_old_v0_2_category,nearest_old_v0_2_category_cn,v0_3_category,v0_3_reason_cn,recommended_use,new_rule_review_priority,strong_body_attitude_auto,moderate_body_attitude_auto,strong_or_medium_steer_auto,light_steer_auto,coord_and_window_ok_auto,_group_order
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\04_弱延迟响应_边界可保留,017_V03_gf_2025_09_26_10_52_57_0012_低附着_score4.9_body2.0.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\04_弱延迟响应_边界可保留\017_V03_gf_2025_09_26_10_52_57_0012_低附着_score4.9_body2.0.png,True,,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,V03_gf_2025_09_26_10_52_57_0012,延迟或无明显转向响应,低附着,strong,4.862703578094527,2.0489697500000004,medium,0.6808528,countersteer,True,gf,2025_09_26_10_52_57,460.8,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,42187229,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,247324,618.31,0.0,618.31,250.0000000059117,22,0,12,461.945,461.024,1.1449999999999818,4.175546141837224,True,458.8,460.8,460.8,465.8,1,True,True,True,True,False,True,False,False,0.0043334999999999,0.0781455,2.40036,0.0931223,0.0824793,0.0332767,9.15343e-10,0.0,106.652,2.17659087,0.0970588113,0.0469359501,0.0365822586,0.0025,461.97,after_condition,1.170000000000016,1.24230228843,8.0,16.75516000001524,2.6424522694290187,False,461.325,0.4494221,True,True,all_raw_vehicle_instability_candidates_v0_1.csv,460.82,-0.0199999999999818,middle_section,design_regular_road,roll_rate,,,delayed_or_no_steer,工况先出现，方向盘响应偏晚,响应时序分析,3,False,True,True,False,True,17
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\04_弱延迟响应_边界可保留,018_V03_gf_2025_09_26_10_52_57_0019_低附着_score5.3_body2.0.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\04_弱延迟响应_边界可保留\018_V03_gf_2025_09_26_10_52_57_0019_低附着_score5.3_body2.0.png,True,,KEEP_DELAYED_WEAK,中等车身动态，响应延迟或不明显，可保留为延迟/弱极限样本,V03_gf_2025_09_26_10_52_57_0019,延迟或无明显转向响应,低附着,strong,5.303218551692856,2.03649725,weak,-0.4957604999999999,weak_or_no_clear_steer,True,gf,2025_09_26_10_52_57,596.194,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,42187229,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,247324,618.31,0.0,618.31,250.0000000059117,22,0,19,597.044,596.599,0.8500000000000227,5.105090103731982,True,594.194,596.194,596.194,601.194,2,True,True,True,True,True,True,False,False,0.001918,0.0019249999999999,2.30113,0.121817,0.0682809,0.0318543,0.00405071,0.0,67.8676,2.17659087,0.0970588113,0.0469359501,0.0365822586,0.0025,596.214,near_sync,0.0200000000000954,1.0,8.0,10.786200000009812,1.8440355000012263,False,601.185,-1.204796,False,False,all_raw_vehicle_instability_candidates_v0_1.csv,593.11,3.0839999999999463,differentmu_road,design_high_risk_surface,ay;ay;ay;ay;ay;roll_rate,,,delayed_or_no_steer,工况明确但未见明显方向盘响应,响应类型分类,3,False,True,False,True,True,18
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\06_轻微或坐标风险_优先排除,009_V03_gf_2025_09_26_10_52_57_0017_低附着_score4.5_body1.7.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\06_轻微或坐标风险_优先排除\009_V03_gf_2025_09_26_10_52_57_0017_低附着_score4.5_body1.7.png,True,,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,V03_gf_2025_09_26_10_52_57_0017,排除样本,低附着,medium,4.475288991533294,1.7286014166666668,none,0.410676,countersteer,False,gf,2025_09_26_10_52_57,546.26,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,42187229,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,247324,618.31,0.0,618.31,250.0000000059117,22,0,17,546.594,546.545,0.33400000000006,3.938391648800781,True,544.26,546.26,546.26,551.26,1,True,False,True,False,False,True,False,False,0.0040544999999999,1.7472450000000002,2.07651,0.0839848,0.063893,0.0288747,2.69561e-09,0.0,113.082,2.17659087,0.0970588113,0.0469359501,0.0365822586,0.0025,,none,,1.0,8.0,3.874620000003524,0.0,False,546.5,0.415039,True,True,all_raw_vehicle_instability_candidates_v0_1.csv,544.565,1.6949999999999363,differentmu_road,design_high_risk_surface,ay;ay,,,excluded,窗口不完整或坐标连续性异常,排除,6,False,False,False,True,False,9
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\00_最先看_强车身风险候选_可能可抢救,016_V03_gzj_2025_09_27_11_53_25_0017_横滚_姿态_score11.5_body23.6.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\00_最先看_强车身风险候选_可能可抢救\016_V03_gzj_2025_09_27_11_53_25_0017_横滚_姿态_score11.5_body23.6.png,True,,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,V03_gzj_2025_09_27_11_53_25_0017,排除样本,横滚/姿态,extreme,11.5,23.560449166666668,medium,-3.269528,return,False,gzj,2025_09_27_11_53_25,579.84,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,gzj/Entity_Recording_2025_09_27_11_53_25_vehicle.csv,40883418,d089b40a99b8a75d5f3fca1452967be18332a03fa89fd2e37d875a45d6db761e,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,118889,594.44,0.0,594.44,200.0000000001819,18,0,17,591.8,589.42,11.959999999999924,6.952538058451635,True,577.84,579.84,579.84,584.84,4,True,True,True,True,False,False,True,True,0.0,,11.3535,0.591834,1.48016,0.479673,,,,3.6337339750000015,0.14567965,0.08908964875,0.05750866075,0.0025,581.59,after_condition,1.75,3.3303111380000003,8.0,11.467000000010456,2.415123510731598,False,582.435,-2.814165,True,False,episode_candidates_v0_6.csv,575.025,4.815000000000055,differentmu_road,design_high_risk_surface,roll_rate;roll_rate,,,excluded,窗口不完整或坐标连续性异常,排除,0,True,True,True,False,False,16
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\07_边界待复核_规则仍拿不准,001_V03_gzj_2025_09_27_12_04_23_0005_横滚_姿态_score5.4_body3.7.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\07_边界待复核_规则仍拿不准\001_V03_gzj_2025_09_27_12_04_23_0005_横滚_姿态_score5.4_body3.7.png,True,,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,V03_gzj_2025_09_27_12_04_23_0005,排除样本,横滚/姿态,strong,5.378404214139541,3.652268,none,0.9990265,countersteer,False,gzj,2025_09_27_12_04_23,299.045,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_04_23_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_04_23_vehicle.csv,21636670,0e0ffdd2fc8910a27b145000413d474d45e672895117bbd5b52ba21501236ae6,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,62827,314.13,0.0,314.13,200.0000000001819,7,0,5,302.34,301.185,3.294999999999959,3.810775690822525,True,297.045,299.045,299.045,304.045,4,True,True,True,True,False,False,False,False,0.0,,4.96109,0.196689,0.100455,0.0671584,,,,3.462899825000001,0.1255244150000001,0.06438297125,0.04860128325,0.0025,,none,,1.504818085965,8.0,3.7699000000034326,0.0,False,301.155,0.638616,True,True,episode_candidates_v0_6.csv,297.385,1.660000000000025,middle_section,design_regular_road,ay;roll_rate,,,excluded,窗口不完整或坐标连续性异常,排除,4,False,True,False,True,False,1
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\00_最先看_强车身风险候选_可能可抢救,028_V03_gzj_2025_09_27_12_17_12_0020_弯道_曲率_score10.0_body20.3.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\00_最先看_强车身风险候选_可能可抢救\028_V03_gzj_2025_09_27_12_17_12_0020_弯道_曲率_score10.0_body20.3.png,True,,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,V03_gzj_2025_09_27_12_17_12_0020,排除样本,弯道/曲率,extreme,9.994944478748163,20.25485833333333,strong,-2.03523,countersteer,False,gzj,2025_09_27_12_17_12,593.399,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,20,604.539,595.849,11.139999999999986,5.630517717184778,True,591.399,593.399,593.399,598.399,4,True,True,True,True,True,False,True,True,0.0817499999999999,1.866845,10.2923,0.430498,1.62388,0.200926,0.513793,1.0,125.136,3.3619488500000005,0.131894649,0.0917225944,0.0498452451,0.0025,593.234,near_sync,-0.1649999999999636,1.881648783,8.0,19.512400000017777,3.520670554479524,False,593.93,-2.087066,False,True,episode_candidates_v0_6.csv,592.75,0.6490000000000009,differentmu_road,design_high_risk_surface,roll_rate;roll_rate;roll_rate;roll_rate;roll_rate,,,excluded,窗口不完整或坐标连续性异常,排除,0,True,True,True,False,False,28
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\05_轻微转向或普通对照_优先排除出极限主线,013_V03_gzj_2025_09_27_12_17_12_0003_低附着_score11.3_body0.3.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\05_轻微转向或普通对照_优先排除出极限主线\013_V03_gzj_2025_09_27_12_17_12_0003_低附着_score11.3_body0.3.png,True,,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,V03_gzj_2025_09_27_12_17_12_0003,弱响应/保守响应,低附着,extreme,11.333191372772758,0.3049067583333333,none,0.0759220999999999,weak_or_no_clear_steer,True,gzj,2025_09_27_12_17_12,89.489,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,3,167.105,158.984,77.61599999999999,2.6599049008964424,True,87.489,89.489,89.489,94.489,4,True,True,True,True,True,True,True,True,0.001668,0.0017044999999999,0.299696,0.00941297,0.0146446,0.00606915,2.04473e-09,0.8,122.688,3.3619488500000005,0.131894649,0.0917225944,0.0498452451,0.0025,,none,,1.0,8.0,0.7680000000006977,0.0,False,93.665,-0.1338668,False,False,episode_candidates_v0_6.csv,81.7,7.7890000000000015,middle_section,design_regular_road,roll_rate,,,weak_or_conservative,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,5,False,False,False,True,True,13
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\02_弱响应或保守响应_车身强但方向盘不大,013_V03_gzj_2025_09_27_12_28_14_0023_弯道_曲率_score10.2_body12.7.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\02_弱响应或保守响应_车身强但方向盘不大\013_V03_gzj_2025_09_27_12_28_14_0023_弯道_曲率_score10.2_body12.7.png,True,,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,V03_gzj_2025_09_27_12_28_14_0023,弱响应/保守响应,弯道/曲率,extreme,10.21717707268206,12.660769833333337,weak,0.588525,countersteer,True,gzj,2025_09_27_12_28_14,614.645,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,43133899,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,250995,627.485,0.0,627.485,400.0000000003638,24,0,23,624.533,619.775,9.888000000000034,5.721055775016271,True,612.645,614.645,614.645,619.645,4,True,True,True,True,True,False,True,True,0.0080819999999999,0.008192,7.60432,0.370652,0.910996,0.135601,0.00552188,1.0,103.215,4.013363525000002,0.167015155625,0.111757538375,0.0588006821249999,0.0025,614.833,near_sync,0.1879999999999881,1.43257,8.0,13.64840000001241,2.116867621479036,False,616.46,-1.900486,False,True,episode_candidates_v0_6.csv,613.925,0.7200000000000273,differentmu_road,design_high_risk_surface,roll_rate,,,weak_or_conservative,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,2,True,True,False,True,True,13
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\05_轻微转向或普通对照_优先排除出极限主线,012_V03_gzj_2025_09_27_12_28_14_0008_低附着_score11.4_body1.2.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\05_轻微转向或普通对照_优先排除出极限主线\012_V03_gzj_2025_09_27_12_28_14_0008_低附着_score11.4_body1.2.png,True,,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,V03_gzj_2025_09_27_12_28_14_0008,弱响应/保守响应,低附着,extreme,11.442936935859224,1.1750266666666669,none,0.407185,return,True,gzj,2025_09_27_12_28_14,178.95,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,43133899,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,250995,627.485,0.0,627.485,400.0000000003638,24,0,8,226.815,223.28,47.86500000000001,3.0390858100704725,True,176.95,178.95,178.95,183.95,4,True,True,True,True,False,True,True,True,0.0015305499999999,0.0023365,1.11794,0.0520719,0.0567176,0.0174746,0.0001481284999999,0.8,116.3155,4.013363525000002,0.167015155625,0.111757538375,0.0588006821249999,0.0025,,none,,1.0,8.0,5.305879999974664,0.0,False,179.53,0.30072,True,False,all_raw_vehicle_instability_candidates_v0_1.csv,184.075,-5.125,middle_section,design_regular_road,ay;roll_rate;ay,,,weak_or_conservative,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,5,False,False,False,True,True,12
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\06_轻微或坐标风险_优先排除,025_V03_gzj_2025_09_27_12_28_14_0004_低附着_score2.3_body1.3.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\06_轻微或坐标风险_优先排除\025_V03_gzj_2025_09_27_12_28_14_0004_低附着_score2.3_body1.3.png,True,,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,V03_gzj_2025_09_27_12_28_14_0004,排除样本,低附着,weak,2.299170052312334,1.340531583333333,none,-0.4457569,return,False,gzj,2025_09_27_12_28_14,114.45,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,43133899,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,250995,627.485,0.0,627.485,400.0000000003638,24,0,4,115.593,115.2,1.143000000000001,1.7380287373576857,True,112.45,114.45,114.45,119.45,0,False,False,False,False,False,True,False,False,0.0031849999999999,1.74905,1.38568,0.0605782,0.0632308,0.0186865,1.01249e-09,0.8,114.065,4.013363525000002,0.167015155625,0.111757538375,0.0588006821249999,0.0025,,none,,1.0,8.0,5.061400000004608,0.0,False,115.11,-0.3673916,True,False,all_raw_vehicle_instability_candidates_v0_1.csv,114.995,-0.5450000000000017,curve1,design_curve_context,roll_rate,,,excluded,窗口不完整或坐标连续性异常,排除,6,False,False,False,True,False,25
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\07_边界待复核_规则仍拿不准,018_V03_gzj_2025_09_27_12_28_14_0007_低附着_score6.3_body2.9.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\07_边界待复核_规则仍拿不准\018_V03_gzj_2025_09_27_12_28_14_0007_低附着_score6.3_body2.9.png,True,,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,V03_gzj_2025_09_27_12_28_14_0007,排除样本,低附着,strong,6.326840599855981,2.883188,none,0.326377,weak_or_no_clear_steer,False,gzj,2025_09_27_12_28_14,164.598,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,43133899,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,250995,627.485,0.0,627.485,400.0000000003638,24,0,7,172.075,169.863,7.476999999999975,5.348336695418301,True,162.598,164.598,164.598,169.598,3,True,True,True,True,True,True,False,False,0.001177,1.749215,4.51869,0.191512,0.0282903,0.062891,0.00716733,0.8,83.6079,4.013363525000002,0.167015155625,0.111757538375,0.0588006821249999,0.0025,,none,,1.0,8.0,4.468000000004069,0.0,False,169.59,0.6667200000000001,False,False,episode_candidates_v0_6.csv,151.555,13.043000000000006,curve1,design_curve_context,roll_rate;ay;ay;roll_rate,,,excluded,窗口不完整或坐标连续性异常,排除,4,False,True,False,True,False,18
F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\02_弱响应或保守响应_车身强但方向盘不大,010_V03_hzh_2025_09_26_21_03_19_0012_弯道_曲率_score10.1_body17.3.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\new_rule_review_groups_v0_3\02_弱响应或保守响应_车身强但方向盘不大\010_V03_hzh_2025_09_26_21_03_19_0012_弯道_曲率_score10.1_body17.3.png,True,,KEEP_WEAK_CONSERVATIVE,车身姿态/横向动态强，但方向盘幅度不大，符合保守/弱响应,V03_hzh_2025_09_26_21_03_19_0012,弱响应/保守响应,弯道/曲率,extreme,10.071188071281007,17.274263333333334,none,1.4430397,weak_or_no_clear_steer,True,hzh,2025_09_26_21_03_19,284.066,extreme_condition_episodes_v0_3_all_raw,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,40848243,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,239433,598.581,0.0,598.581,400.0000000003638,26,0,12,296.64,286.225,12.574000000000012,6.139018451742101,True,282.066,284.066,284.066,289.066,4,True,True,True,True,True,False,True,True,0.0063425,1.201035,13.22,0.416661,1.35016,0.10365,0.00805738,1.0,125.558,3.923016275000001,0.1364735875,0.085300442125,0.05775326625,0.0025,,none,,2.4181859801,8.0,3.874000000003501,0.0,False,289.066,-1.899961,False,False,episode_candidates_v0_6.csv,280.645,3.4209999999999923,middle_section,design_regular_road,ay;roll_rate,,,weak_or_conservative,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,2,True,True,False,True,True,10
