event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,anchor_time_abs_storage_s,event_start_rel_s,event_end_rel_s,event_start_abs_storage_s,event_end_abs_storage_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,vehicle_read_status,vehicle_read_error,peak_abs_ay_window,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,median_speed_kmh_window,steering_delta_peak_post3s,instability_review_score,codex_recommended_decision,road_guided_instability_score,road_guided_recommended_decision,old_v400_near_count,old_v400_overlap_count,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,oldcode_usable,oldcode_drop_reason,history_full_3s_oldcode,future_full_2s_oldcode,future_rows_available_oldcode,random_event_split,session_level_split,subject_level_split,vehicle_file_count,physio_file_count,eeg_file_count,vehicle_paths,physio_paths,eeg_paths,vehicle_time_min,vehicle_time_max,physio_time_min,physio_time_max,eeg_time_min,eeg_time_max,vehicle_available,physio_available,eeg_available,all_three_modalities_available,anchor_uses_steering,anchor_source_nonsteering_vehicle_dynamics,steering_used_only_as_response_evidence,raw_vehicle_file_modified
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000691675,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_20_50_27_vehicle.csv,70145aac303ef29c2fc4760ca0b819dd5240b13b5c685826daece1d0713c8c33,691.675,1758920518.8439999,691.675,693.645,1758920518.8439999,1758920520.814,1.97,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__hzh__2025_09_26_20_50_27__00066,roll_rate,medium,ok,,2.14288,0.129862,0.069076,2.116491,125.285,0.428653,43.66,needs_human_review,72.0,manual_confirmed_accept,1,1,weak,curve,secondary,0.74,ok,differentmu_road,mu1,very_low,design_high_risk_surface,1,accept_candidate,True,,True,True,7897.0,val,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_20_50_27_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_20_50_27_eeg.csv,1758919827.169,1758920558.329,1758919827.161,1758920558.329,1758919827.197,1758920558.329,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000701035,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_20_50_27_vehicle.csv,70145aac303ef29c2fc4760ca0b819dd5240b13b5c685826daece1d0713c8c33,701.035,1758920528.204,701.035,715.35,1758920528.204,1758920542.5189998,14.315,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,3,4,allraw_nonsteering_seed__hzh__2025_09_26_20_50_27__00067;allraw_nonsteering_seed__hzh__2025_09_26_20_50_27__00068;allraw_nonsteering_seed__hzh__2025_09_26_20_50_27__00069;allraw_nonsteering_seed__hzh__2025_09_26_20_50_27__00070,roll_rate;roll_rate;roll_rate;ay,strong;strong;medium;weak,ok,,5.936637,0.248586,0.201498,2.41648,119.228001,1.638337,74.65,auto_accept_instability_medium,100.0,hybrid_accept_high,2,2,strong_active,curve,secondary,1.23,ok,differentmu_road,mu1,very_low,design_high_risk_surface,0,none,True,,True,True,6025.0,test,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_20_50_27_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_20_50_27_eeg.csv,1758919827.169,1758920558.329,1758919827.161,1758920558.329,1758919827.197,1758920558.329,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000060335,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,60.335,1758920659.62,60.335,65.95,1758920659.62,1758920665.235,5.615,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00004,roll_rate,extreme,ok,,5.78927,0.254457,0.217797,3.070139,124.542,1.90695,74.62,auto_accept_instability_medium,100.0,hybrid_accept_high,3,3,strong_active,straight,secondary,0.09,ok,middle_section,section2,high,design_regular_road,0,none,True,,True,True,107649.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000088105,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,88.105,1758920687.3899999,88.105,99.995,1758920687.3899999,1758920699.2799997,11.89,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,1,2,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00005;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00006,roll_rate;ay,extreme;medium,ok,,4.98601,0.288195,0.202721,2.892095,126.5152,1.089434,69.59,auto_accept_instability_medium,100.0,hybrid_accept_high,2,2,strong_active,straight,secondary,0.425,ok,middle_section,section2,high,design_regular_road,0,none,True,,True,True,102095.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000134505,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,134.505,1758920733.79,134.505,151.165,1758920733.79,1758920750.4499998,16.66,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00007,roll_rate,extreme,ok,,13.4179,1.704958,0.461198,13.548416,133.306801,1.614774,94.41,auto_accept_instability_high,100.0,hybrid_accept_high,2,2,extreme_active,straight,secondary,0.005,ok,curve1,curve1,high,design_curve_context,0,none,True,,True,True,92815.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000160880,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,160.88,1758920760.165,160.88,193.515,1758920760.165,1758920792.8,32.635,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,7,7,9,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00008;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00009;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00010;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00011;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00012;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00013;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00014;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00015;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00016,roll_rate;roll_rate;ay;roll_rate;roll_rate;roll_rate;roll_rate;ay;ay,extreme;medium;weak;weak;strong;medium;weak;weak;weak,ok,,5.81593,0.327763,0.271549,2.259499,103.6536,1.38736,77.88,auto_accept_instability_high,100.0,hybrid_accept_high,3,3,strong_active,straight,secondary,0.29,ok,middle_section,section3,low,design_regular_road,0,none,True,,True,True,87540.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,202.26,1758920801.5449998,202.26,206.465,1758920801.5449998,1758920805.7499998,4.205,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00017,roll_rate,extreme,ok,,4.81258,0.263844,0.191081,1.898118,106.885401,1.254892,67.69,auto_accept_instability_medium,100.0,hybrid_accept_high,1,1,strong_active,straight,primary,0.12,ok,fix_road,fix_road,low,design_special_event_segment,0,none,True,,True,True,79264.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,221.89,1758920821.175,221.89,234.64,1758920821.175,1758920833.925,12.75,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00018,roll_rate,extreme,ok,,8.287549,0.809875,0.310725,2.528346,115.2298,1.550026,93.23,auto_accept_instability_high,100.0,hybrid_accept_high,3,3,extreme_active,straight,secondary,0.14,ok,fix_road,fix_road,low,design_special_event_segment,0,none,True,,True,True,75338.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000238815,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,238.815,1758920838.1,238.815,245.375,1758920838.1,1758920844.6599998,6.56,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,2,3,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00019;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00020;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00021,ay;roll_rate;roll_rate,weak;extreme;weak,ok,,2.44188,0.858277,0.101361,1.520202,95.5995,0.412247,64.91,auto_accept_instability_medium,92.02,hybrid_accept_high,1,1,extreme_active,straight,secondary,1.99,ok,fix_road,fix_road,low,design_special_event_segment,0,none,True,,True,True,71953.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000280645,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,280.645,1758920879.9299998,280.645,299.645,1758920879.9299998,1758920898.9299998,19.0,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00025;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00026,ay;roll_rate,medium;extreme,ok,,13.219981,1.312181,0.416661,6.640259,125.3814,0.513301,93.45,auto_accept_instability_high,100.0,hybrid_accept_high,0,0,none,none,none,,ok,middle_section,section4,low,design_regular_road,0,none,True,,True,True,63587.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000310025,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,310.025,1758920909.31,310.025,316.605,1758920909.31,1758920915.8899999,6.58,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00027,roll_rate,strong,ok,,4.92045,0.222176,0.214385,1.894075,103.028803,1.072502,67.7,auto_accept_instability_medium,100.0,hybrid_accept_high,2,2,strong_active,straight,secondary,0.625,ok,curve2,curve2,low,design_curve_context,0,none,True,,True,True,57711.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000320800,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,320.8,1758920920.0849998,320.8,323.39,1758920920.0849998,1758920922.675,2.59,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00028,roll_rate,medium,ok,,4.34698,0.296349,0.200992,2.420858,100.4852,0.652229,65.54,auto_accept_instability_medium,86.58,hybrid_accept_high,1,1,strong_active,straight,secondary,1.21,ok,curve2,curve2,very_low,design_curve_context,0,none,True,,True,True,55556.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,326.2,1758920925.485,326.2,331.265,1758920925.485,1758920930.55,5.065,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,1,2,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00029;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00030,roll_rate;ay,extreme;weak,ok,,4.34698,0.296349,0.200992,2.521182,107.6412,1.074423,65.91,auto_accept_instability_medium,99.2,hybrid_accept_high,1,1,strong_active,straight,primary,0.135,ok,curve2,curve2,very_low,design_curve_context,0,none,True,,True,True,54476.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000341895,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,341.895,1758920941.1799998,341.895,347.015,1758920941.1799998,1758920946.3,5.12,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00032;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00033,roll_rate;roll_rate,extreme;medium,ok,,4.851739,0.289221,0.210245,2.3014,127.2532,1.242844,69.16,auto_accept_instability_medium,100.0,hybrid_accept_high,2,2,strong_active,straight,primary,0.1,ok,middle_section,section5,very_low,design_regular_road,0,none,True,,True,True,51337.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000360590,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,360.59,1758920959.8749998,360.59,373.41,1758920959.8749998,1758920972.695,12.82,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,3,3,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00034;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00035;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00036,roll_rate;roll_rate;roll_rate,weak;extreme;medium,ok,,5.65085,0.288087,0.205993,2.952038,131.4076,1.267278,73.82,auto_accept_instability_medium,100.0,hybrid_accept_high,2,2,strong_active,straight,secondary,0.675,ok,middle_section,section5,very_low,design_regular_road,0,none,True,,True,True,47598.0,test,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000496480,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,496.48,1758921095.7649999,496.48,502.025,1758921095.7649999,1758921101.31,5.545,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00051,roll_rate,strong,ok,,3.59418,0.172694,0.148517,3.247891,97.24084,0.794649,56.25,needs_human_review,89.27,hybrid_accept_high,1,1,strong_active,straight,secondary,0.065,ok,differentmu_road,mu1,medium,design_high_risk_surface,0,none,True,,True,True,20420.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,504.66,1758921103.945,504.66,513.32,1758921103.945,1758921112.6049998,8.66,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,3,3,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00052;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00053;allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00054,roll_rate;roll_rate;roll_rate,weak;medium;medium,ok,,3.59418,0.172694,0.148517,2.946903,97.14346,0.532151,56.02,needs_human_review,90.09,hybrid_accept_high,2,2,medium_active,straight,secondary,0.465,ok,differentmu_road,mu1,low,design_high_risk_surface,0,none,True,,True,True,18784.0,val,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000558910,vehicle_instability_all_raw_rescreen_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,558.91,1758921158.195,558.91,566.06,1758921158.195,1758921165.3449998,7.15,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__hzh__2025_09_26_21_03_19__00057,ay,strong,ok,,4.163,0.157573,0.149916,2.689271,116.4528,1.069538,59.53,auto_accept_instability_medium,87.16,hybrid_accept_high,1,1,medium_active,curve,primary,0.19,ok,differentmu_road,mu1,very_low,design_high_risk_surface,0,none,True,,True,True,7934.0,train,test,test,1,1,1,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始脑电数据/hzh/Entity_Recording_2025_09_26_21_03_19_eeg.csv,1758920599.2849998,1758921197.866,1758920599.275,1758921197.869,1758920599.3049998,1758921197.867,True,True,True,True,False,True,True,False
