event_uid,subject,session_stamp,default_split,session_level_split,subject_level_split,event_type,event_level,road_type_anchor,road_design_risk_class,event_end_rel_s,event_duration_s,peak2_abs,peak2_time_s,tail2_abs,tail2_over_peak,peak2_near_end,tail2_unsettled,label2_response_unsettled,event_exceeds_2s_label,peak3_abs,peak3_time_s,tail3_abs,tail3_over_peak,peak3_near_end,tail3_unsettled,label3_response_unsettled,event_exceeds_3s_label,post2_range_abs,post2_change_from_2s_abs,post2_substantial_change,peak_after_2s_in_3s_label,peak_gain_after_2s_abs,peak_gain_after_2s_ratio,old_2s_may_miss_future_peak,old_2s_may_miss_future_change,label_window_2s_needs_review,label3_still_needs_review,recommended_window_policy,recurrence_rank,primary_attribution,mean_sample_rmse,vehicle_only_structure_gap,label_window_may_be_short,consensus_reversal_failure,figure_png,top_recurrent_bad_event
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000349300,byx,2025_09_28_17_05_51,train,train,test,instability_ay_roll,extreme_active,straight,design_curve_context,363.51,14.21,0.9506800174713135,1.9950000047683716,0.9506800174713135,1.0,True,True,True,True,1.3292438983917236,2.5899999141693115,0.20961184799671173,0.15769254103804797,False,False,False,True,1.5388557463884354,1.1602918654680252,True,True,0.37856388092041016,0.2847964029614441,True,True,True,False,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000366800,byx,2025_09_28_17_05_51,train,train,test,instability_ay_roll,instability_strong,design_regular_road,design_regular_road,367.925,1.125,0.32148969173431396,1.0299999713897705,0.1626650094985962,0.505972706686428,False,False,False,True,0.32148969173431396,1.0299999713897705,0.22794000804424286,0.7090118716236085,False,True,True,True,0.06597299873828888,0.06597299873828888,False,False,0.0,0.0,False,False,False,True,review_continuous_event_or_longer_than_3s,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000372590,byx,2025_09_28_17_05_51,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,386.135,13.545,1.795423984527588,1.1950000524520874,0.3569190502166748,0.19879374080578932,False,False,False,True,1.795423984527588,1.1950000524520874,0.5883499979972839,0.32769418425257957,False,True,True,True,0.5049269795417786,0.5049269795417786,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000484195,byx,2025_09_28_17_05_51,train,train,test,instability_ay_roll,strong_active,curve,design_high_risk_surface,519.75,35.555,1.1178799867630005,1.1349999904632568,0.6339051127433777,0.5670600782280313,False,True,True,True,1.1178799867630005,1.1349999904632568,0.5407029986381531,0.48368608888315884,False,True,True,True,1.3411121368408203,1.3411121368408203,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000546280,byx,2025_09_28_17_05_51,train,train,test,instability_ay_roll,weak,curve,design_high_risk_surface,563.28,17.0,0.14695601165294647,1.7699999809265137,0.1460840255022049,0.9940663458341474,True,False,True,True,0.15289102494716644,2.069999933242798,0.0013960301876068115,0.009130883831076603,False,False,False,True,0.15149499475955963,0.14468799531459808,False,True,0.005935013294219971,0.03881858530460434,False,False,True,False,review_2s_tail_or_anchor,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000028810,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,medium_active,straight,design_regular_road,37.12,8.31,0.34609684348106384,0.23000000417232513,0.3262036442756653,0.9425212925801012,False,True,True,True,0.46286332607269287,3.0,0.46286332607269287,1.0,True,True,True,True,0.14835336804389954,0.1366596817970276,False,True,0.11676648259162903,0.2522698948356319,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,69.03,10.165,2.1975419521331787,1.5449999570846558,0.07347901165485382,0.03343690962692517,False,False,False,True,2.1975419521331787,1.5449999570846558,0.03996798396110535,0.018187586326762942,False,False,False,True,0.8607970029115677,0.8607970029115677,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000087445,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,96.875,9.43,1.2529720067977905,1.5549999475479126,1.2456419467926025,0.9941498613173958,False,True,True,True,1.2529720067977905,1.5549999475479126,0.8241410255432129,0.6577489529470517,False,True,True,True,2.074146032333374,2.0697829723358154,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,strong_active,curve,design_curve_context,150.435,19.29,1.7027480602264404,2.0,1.7027480602264404,1.0,True,True,True,True,1.7027480602264404,2.0,0.17680126428604126,0.10383289719474371,False,False,False,True,1.9589620530605316,1.9589620530605316,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000164040,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,201.975,37.935,1.257859230041504,1.4600000381469727,1.2107352018356323,0.9625363259414039,False,True,True,True,1.257859230041504,1.4600000381469727,0.6496087908744812,0.5164399762388728,False,True,True,True,1.8603439927101135,1.8603439927101135,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,strong_active,straight,design_special_event_segment,230.84,14.495,0.9564404487609863,1.6699999570846558,0.9552194476127625,0.9987233903064162,False,True,True,True,0.9564404487609863,1.6699999570846558,0.16702841222286224,0.17463545423997695,False,False,False,True,1.1232948750257492,1.1222478598356247,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000263965,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,strong_active,curve,design_regular_road,284.705,20.74,0.36093398928642273,1.1100000143051147,0.16580601036548615,0.4593804276878705,False,False,False,True,0.8517220616340637,2.740000009536743,0.7908119559288025,0.9284859363764716,True,True,True,True,0.6859160512685776,0.6859160512685776,True,True,0.490788072347641,0.5762303155633235,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000287425,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_curve_context,306.315,18.89,0.47211211919784546,2.0,0.47211211919784546,1.0,True,True,True,True,0.5157450437545776,2.1700000762939453,0.4469790458679199,0.8666666820759974,False,True,True,True,0.06876599788665771,0.04363292455673218,False,True,0.04363292455673218,0.08460173313365922,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000319770,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_curve_context,337.25,17.48,0.41032660007476807,1.2899999618530273,0.40753409266471863,0.9931944275376234,False,True,True,True,0.5461133122444153,2.690000057220459,0.5263909697532654,0.963885988403954,True,True,True,True,0.13857921957969666,0.13857921957969666,False,True,0.13578671216964722,0.24864201096214134,True,False,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000341810,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,356.88,15.07,0.7436872720718384,2.0,0.7436872720718384,1.0,True,True,True,True,0.8911668062210083,2.3350000381469727,0.6546744108200073,0.7346261174113445,False,True,True,True,0.23649239540100098,0.14747953414916992,False,True,0.14747953414916992,0.16549038083516227,True,False,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000411920,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,423.255,11.335,1.1828088760375977,1.5,0.7382737994194031,0.6241699858497982,False,True,True,True,1.1828088760375977,1.5,0.7588682174682617,0.6415814362253228,False,True,True,True,1.518086016178131,1.4971420168876648,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000450690,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,instability_medium,design_high_risk_surface,design_high_risk_surface,485.505,34.815,0.05899199843406677,0.9200000166893005,0.03508099168539047,0.5946737289227323,False,False,False,True,0.06003899872303009,3.0,0.06003899872303009,1.0,True,False,True,True,0.09669099748134613,0.09511999040842056,False,True,0.0010470002889633179,0.017438670051665998,False,False,False,True,review_continuous_event_or_longer_than_3s,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000517355,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,instability_strong,design_high_risk_surface,design_high_risk_surface,531.225,13.87,0.16022101044654846,1.9850000143051147,0.16022101044654846,1.0,True,False,True,True,0.18168801069259644,2.0850000381469727,0.02844899892807007,0.15658159731961516,False,False,False,True,0.2101370096206665,0.18867000937461853,False,True,0.021467000246047974,0.11815309201865089,False,False,True,False,review_2s_tail_or_anchor,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000049910,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,59.98,10.07,0.4670493006706238,1.2999999523162842,0.42184531688690186,0.9032136784728835,False,True,True,True,0.4670493006706238,1.2999999523162842,0.32358330488204956,0.6928247283903965,False,True,True,True,0.13526302576065063,0.13526302576065063,False,False,0.0,0.0,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,instability_extreme,design_regular_road,design_regular_road,88.575,23.025,0.10297000408172607,0.6549999713897705,0.042240023612976074,0.41021678099041997,False,False,False,True,0.10297000408172607,0.6549999713897705,0.0247800350189209,0.2406529478162716,False,False,False,True,0.02688002586364746,0.02688002586364746,False,False,0.0,0.0,False,False,False,False,two_second_label_probably_ok,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000117195,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,125.455,8.26,1.0007719993591309,1.5750000476837158,0.9677850008010864,0.9670384477391769,False,True,True,True,1.0007719993591309,1.5750000476837158,0.34959012269973755,0.3493204475381068,False,True,True,True,1.317375123500824,1.317375123500824,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000164150,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,strong_active,curve,design_curve_context,182.655,18.505,1.3885834217071533,0.9549999833106995,1.3863134384155273,0.9983652524895946,False,True,True,True,1.3950433731079102,2.055000066757202,0.30944740772247314,0.2218192019600645,False,False,False,True,1.085595965385437,1.0768660306930542,True,True,0.006459951400756836,0.004630645559331396,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000191805,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,medium_active,straight,design_regular_road,202.025,10.22,0.3572689890861511,1.9950000047683716,0.3572689890861511,1.0,True,True,True,True,1.275138020515442,2.9000000953674316,1.2646658420562744,0.9917874157223119,True,True,True,True,0.9178690314292908,0.9178690314292908,True,True,0.9178690314292908,0.7198193581101642,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000225005,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,242.445,17.44,0.5108580589294434,1.840000033378601,0.5068438649177551,0.9921422517634343,True,True,True,True,1.3953909873962402,2.934999942779541,1.3657200336456299,0.9787364587999988,True,True,True,True,0.8885471224784851,0.8885471224784851,True,True,0.8845329284667969,0.6338961168993288,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000248265,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,extreme_active,straight,design_special_event_segment,255.715,7.45,2.4600415229797363,1.2400000095367432,0.795868456363678,0.32351830199991044,False,True,True,True,2.4600415229797363,1.2400000095367432,1.6474186182022095,0.6696710615708495,False,True,True,True,0.8515501618385315,0.8515501618385315,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000265825,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,instability_extreme,design_special_event_segment,design_special_event_segment,268.395,2.57,1.1597799062728882,1.9950000047683716,1.1597799062728882,1.0,True,True,True,True,2.565812349319458,2.4100000858306885,2.0162079334259033,0.7857971117648846,False,True,True,True,1.4060324430465698,1.4060324430465698,True,True,1.4060324430465698,0.5479872459961844,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,instability_extreme,design_special_event_segment,design_special_event_segment,278.475,2.605,0.007510185241699219,1.3949999809265137,0.001399993896484375,0.18641269841269842,False,False,False,True,0.036299943923950195,2.615000009536743,0.030719995498657227,0.8462821750638739,False,False,False,True,0.03489995002746582,0.03489995002746582,False,True,0.028789758682250977,0.7931075249748774,False,False,False,False,two_second_label_probably_ok,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000283135,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,strong_active,straight,design_special_event_segment,285.31,2.175,1.6858099699020386,2.0,1.6858099699020386,1.0,True,True,True,True,2.0865368843078613,2.634999990463257,2.028592109680176,0.9722292114443466,False,True,True,True,0.40072691440582275,0.40072691440582275,False,True,0.40072691440582275,0.1920535972402666,True,False,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000333065,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,extreme_active,curve,design_regular_road,352.555,19.49,0.9756389856338501,1.3049999475479126,0.4333656430244446,0.4441864761512138,False,True,True,True,0.9756389856338501,1.3049999475479126,0.7754499912261963,0.79481242820817,False,True,True,True,0.3420843482017517,0.3420843482017517,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000384190,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,392.435,8.245,1.3728759288787842,1.065000057220459,0.09703999757766724,0.0706837344412608,False,False,False,True,1.3728759288787842,1.065000057220459,0.21519902348518372,0.15675052563630779,False,False,False,True,0.42149701714515686,0.42149701714515686,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000401810,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,weak,straight,design_regular_road,418.07,16.26,0.5010839700698853,1.9950000047683716,0.5010839700698853,1.0,True,True,True,True,0.6705549955368042,3.0,0.6705549955368042,1.0,True,True,True,True,0.16947102546691895,0.16947102546691895,False,True,0.16947102546691895,0.25273247771609114,True,False,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000477025,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,491.89,14.865,1.1794936656951904,2.0,1.1794936656951904,1.0,True,True,True,True,1.3732249736785889,2.555000066757202,0.6714277863502502,0.48894230677412787,False,True,True,True,0.7017971873283386,0.5080658793449402,True,True,0.19373130798339844,0.14107761779516134,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000048035,byx,2025_09_28_17_35_43,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,55.5,7.465,0.8002340197563171,1.690000057220459,0.7566000819206238,0.945473528044983,False,True,True,True,0.8002340197563171,1.690000057220459,0.7115709781646729,0.8892036086910633,False,True,True,True,0.04555308818817139,0.04555308818817139,False,False,0.0,0.0,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915,byx,2025_09_28_17_35_43,train,train,test,instability_ay_roll,medium_active,straight,design_regular_road,80.815,1.9,0.761661171913147,0.9800000190734863,0.10489484667778015,0.13771851650820585,False,False,False,True,0.761661171913147,0.9800000190734863,0.0008721649646759033,0.001145082612633636,False,False,False,True,0.10821101069450378,0.10821101069450378,False,False,0.0,0.0,False,False,False,False,two_second_label_probably_ok,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000084125,byx,2025_09_28_17_35_43,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,94.88,10.755,0.16092000901699066,1.190000057220459,0.16057001054286957,0.9978250158183614,False,False,False,True,2.2849819660186768,2.990000009536743,2.2849819660186768,1.0,True,True,True,True,2.1245859563350677,2.124411955475807,True,True,2.124061957001686,0.9295749325770936,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000097930,byx,2025_09_28_17_35_43,train,train,test,instability_ay_roll,medium_active,straight,design_regular_road,100.39,2.46,0.6209880113601685,1.940000057220459,0.6168000102043152,0.993255906588792,True,True,True,True,0.6209880113601685,1.940000057220459,0.2565639913082123,0.4131544999496086,False,True,True,True,0.36076003313064575,0.36076003313064575,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000104170,byx,2025_09_28_17_35_43,train,train,test,instability_roll_only,weak,straight,design_regular_road,104.445,0.275,0.31119316816329956,1.590000033378601,0.22427576780319214,0.7206963093916726,False,True,True,True,0.31119316816329956,1.590000033378601,0.15044836699962616,0.4834565228009052,False,False,False,True,0.07382740080356598,0.07382740080356598,False,False,0.0,0.0,False,False,True,False,review_2s_tail_or_anchor,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000110425,byx,2025_09_28_17_35_43,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,115.115,4.69,2.1146390438079834,1.2699999809265137,0.5071919560432434,0.23984800504293452,False,False,False,True,2.1146390438079834,1.2699999809265137,1.3796789646148682,0.6524418286207279,False,True,True,True,1.9118309617042542,1.9118309617042542,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000118155,byx,2025_09_28_17_35_43,train,train,test,instability_ay_roll,medium_active,straight,design_regular_road,134.4,16.245,0.3968881070613861,2.0,0.3968881070613861,1.0,True,True,True,True,1.0686650276184082,2.9549999237060547,1.0679669380187988,0.9993467648125763,True,True,True,True,0.6717769205570221,0.6717769205570221,True,True,0.6717769205570221,0.6286131792430057,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000163465,byx,2025_09_28_17_35_43,train,train,test,instability_ay_roll,strong_active,straight,design_curve_context,185.08,21.615,0.2504551410675049,2.0,0.2504551410675049,1.0,True,True,True,True,0.41730913519859314,2.309999942779541,0.3754211366176605,0.8996235762703864,False,True,True,True,0.16685399413108826,0.16685399413108826,False,True,0.16685399413108826,0.39983307351200004,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000194205,byx,2025_09_28_17_35_43,train,train,test,instability_ay_roll,extreme_active,curve,design_curve_context,196.685,2.48,0.7435100078582764,0.5849999785423279,0.5501199960708618,0.7398958860762538,False,True,True,True,1.3383102416992188,3.0,1.3383102416992188,1.0,True,True,True,True,0.7881902456283569,0.7881902456283569,True,True,0.5948002338409424,0.4444412179688168,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335,byx,2025_09_28_17_35_43,train,train,test,instability_ay_roll,extreme_active,curve,design_curve_context,220.265,20.93,0.040490150451660156,1.065000057220459,0.0342099666595459,0.8448960124361118,False,False,False,True,0.040490150451660156,1.065000057220459,0.012040138244628906,0.29735968156016673,False,False,False,True,0.022169828414916992,0.022169828414916992,False,False,0.0,0.0,False,False,False,False,two_second_label_probably_ok,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020,byx,2025_09_28_17_35_43,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,254.665,23.645,0.9894275069236755,0.9449999928474426,0.5157445073127747,0.5212554772368575,False,True,True,True,0.9894275069236755,0.9449999928474426,0.2804744243621826,0.2834714240300764,False,False,False,True,1.027301013469696,1.027301013469696,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000258300,byx,2025_09_28_17_35_43,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,279.85,21.55,0.5928881764411926,0.3499999940395355,0.4227187931537628,0.7129823294691582,False,True,True,True,0.8454378247261047,2.9749999046325684,0.8454378247261047,1.0,True,True,True,True,0.4227190315723419,0.4227190315723419,True,True,0.2525496482849121,0.2987205456140199,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False
