review_label_uid,subject,session_stamp,vehicle_raw_absolute_path,source_event_uid,source_anchor,source_event_type,source_event_level,source_curvature_anchor,leakage_risk_anchor,causal_anchor_status,review_label_suffix,auto_event_role,event_start_rel_s,event_end_rel_s,anchor_rel_s,review_start_rel_s,review_end_rel_s,original_road_start_rel_s,original_road_end_rel_s,original_road_duration_s,direction_hint,pre_points,response_points,curve_points,steer_baseline,steer_delta_peak_signed,steer_delta_peak_abs,curve_peak_abs,curve_mean,speed_median,yaw_peak_abs,ay_peak_abs,roll_peak_abs,nearby_old_v400_count,nearby_dynamic_count,nearby_road_count,codex_review_score,codex_recommended_decision,codex_evidence_reason,codex_review_status
codex_byx_2025_09_28_17_05_51_0001_full,byx,2025_09_28_17_05_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00001,raw_road_curvature_onset,curve_left_or_positive,extreme,0.0109098127117895,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,158.535,175.46,158.535,150.998,182.998,158.535,175.46,16.925,left,400,4893,3385,-0.258832,-2.339088,2.339088,0.01091,-0.003661296499261448,94.0718,0.396939,6.71268,0.094778,9,2,1,87.71075672639284,auto_accept_high,road=curve_short; score=87.7; curve_peak=0.01091; steer_delta_peak=2.339; old=9; dynamic=2; speed=94.1,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_25_18_0003_full,byx,2025_09_28_17_25_18,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_25_18__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010801120366202,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,350.77,352.555,350.77,335.663,367.663,350.77,352.555,1.785,left,400,3378,357,0.251676,-1.185602,1.185602,0.00108088,0.0009403933893557423,110.392,0.267808,6.74562,0.0932934,9,5,1,60.33148473054471,auto_accept_medium,road=curve_short; score=60.3; curve_peak=0.001081; steer_delta_peak=1.186; old=9; dynamic=5; speed=110,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_25_18_0004_full,byx,2025_09_28_17_25_18,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_25_18__00004,raw_road_curvature_onset,curve_right_or_negative,extreme,-0.0060313741757771,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,510.425,534.795,510.425,506.61,538.61,510.425,534.795,24.37,right,400,5637,4874,-0.107512,2.580122,2.580122,0.00603547,-0.002412960330324169,125.7625,0.523842,10.6702,0.145019,6,6,1,88.32883244234169,auto_accept_high,road=curve_short; score=88.3; curve_peak=0.006035; steer_delta_peak=2.58; old=6; dynamic=6; speed=126,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_25_18_0005_full,byx,2025_09_28_17_25_18,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_25_18__00005,raw_road_curvature_onset,curve_left_or_positive,extreme,0.0179968635434012,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,574.94,584.23,574.94,563.585,585.39,574.94,584.23,9.29,left,400,2090,1858,-0.369312,-3.643898,3.643898,0.0182434,0.006453043721406352,113.395,0.489195,12.4481,1.19028,5,4,1,100.0,auto_accept_high,road=curve_short; score=100.0; curve_peak=0.01824; steer_delta_peak=3.644; old=5; dynamic=4; speed=113,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_35_43_0001_entry,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_35_43__00001,raw_road_curvature_onset,curve_left_or_positive,extreme,0.0109039995851611,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,entry,curve_entry,168.65,180.65,168.65,160.65,190.65,168.65,218.225,49.575,left,400,4400,2400,-0.3269,-2.1432599999999997,2.1432599999999997,0.0108895,-0.0031587356666666674,37.91675,1.83063,11.6352,0.466786,4,8,1,92.61005533706356,auto_accept_high,road=curve_entry; score=92.6; curve_peak=0.01089; steer_delta_peak=2.143; old=4; dynamic=8; speed=37.9,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_35_43_0001_exit,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_35_43__00001,raw_road_curvature_onset,curve_left_or_positive,extreme,0.0109039995851611,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,exit,curve_exit_or_return,206.225,218.225,206.225,196.225,226.225,168.65,218.225,49.575,left,400,4000,2400,-2.59618,4.4153400000000005,4.4153400000000005,0.00778077,-0.00291065315,65.77095,0.353566,5.6003,0.234085,6,3,0,85.63628462761253,auto_accept_high,road=curve_exit_or_return; score=85.6; curve_peak=0.007781; steer_delta_peak=4.415; old=6; dynamic=3; speed=65.8,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_35_43_0002_full,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_35_43__00002,raw_road_curvature_onset,curve_right_or_negative,extreme,-0.0081651092597154,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,331.46,346.455,331.46,322.957,354.957,331.46,346.455,14.995,right,400,4700,3000,0.0736529,-2.9438429,2.9438429,0.00816542,0.001964426507666667,110.60249999999999,0.381268,7.3527,0.111042,8,4,2,90.82877551927905,auto_accept_high,road=curve_short; score=90.8; curve_peak=0.008165; steer_delta_peak=2.944; old=8; dynamic=4; speed=111,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_35_43_0003_full,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_35_43__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010845599853137,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,350.365,352.15,350.365,335.258,367.258,350.365,352.15,1.785,left,400,3379,357,0.249233,-1.609193,1.609193,0.00108379,0.0009409171932773109,112.5975,0.381268,7.3527,0.111042,10,2,1,62.08249860868841,auto_accept_medium,road=curve_short; score=62.1; curve_peak=0.001084; steer_delta_peak=1.609; old=10; dynamic=2; speed=113,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_35_43_0004_full,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_35_43__00004,raw_road_curvature_onset,curve_right_or_negative,extreme,-0.0060345115971183,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,502.685,529.92,502.685,500.303,532.303,502.685,529.92,27.235,right,400,5923,5446,-0.0272271,1.3173770999999999,1.3173770999999999,0.00603453,-0.002469096829232464,111.6985,0.225208,5.96989,0.0830575,5,6,1,68.42717268637435,auto_accept_medium,road=curve_short; score=68.4; curve_peak=0.006035; steer_delta_peak=1.317; old=5; dynamic=6; speed=112,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_35_43_0005_full,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_35_43__00005,raw_road_curvature_onset,curve_left_or_positive,extreme,0.0196791317202514,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,572.035,581.75,572.035,560.892,585.865,572.035,581.75,9.715,left,400,2766,1944,0.090059,-4.425629,4.425629,0.0196794,0.006659926016311729,96.20474999999999,0.551983,14.1615,0.724574,4,3,1,97.0,auto_accept_high,road=curve_short; score=97.0; curve_peak=0.01968; steer_delta_peak=4.426; old=4; dynamic=3; speed=96.2,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_46_00_0001_full,byx,2025_09_28_17_46_00,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_46_00__00001,raw_road_curvature_onset,curve_left_or_positive,extreme,0.0108988599492656,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,138.54,157.43,138.54,131.985,163.985,138.54,157.43,18.89,left,400,5089,3778,-0.044855,3.4480750000000002,3.4480750000000002,0.0109095,-0.0032009894573848596,94.3683,0.777053,10.5505,0.289005,8,1,1,94.0,auto_accept_high,road=curve_short; score=94.0; curve_peak=0.01091; steer_delta_peak=3.448; old=8; dynamic=1; speed=94.4,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_46_00_0002_full,byx,2025_09_28_17_46_00,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_46_00__00002,raw_road_curvature_onset,curve_right_or_negative,extreme,-0.0083141339908445,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,277.855,294.715,277.855,270.285,302.285,277.855,294.715,16.86,right,400,4887,3372,-0.12400549999999999,-2.5182445,2.5182445,0.00831423,0.0014766634572953737,88.9843,0.309051,7.01525,0.0970245,10,4,2,88.6849173701563,auto_accept_high,road=curve_short; score=88.7; curve_peak=0.008314; steer_delta_peak=2.518; old=10; dynamic=4; speed=89,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_46_00_0003_full,byx,2025_09_28_17_46_00,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_46_00__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010809339986076,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,299.825,302.265,299.825,285.045,317.045,299.825,302.265,2.44,left,400,3444,488,-0.147306,0.9437,0.9437,0.00108035,0.0009427577602459016,88.86500000000001,0.309051,7.01525,0.0970245,11,5,1,60.210144608879496,auto_accept_medium,road=curve_short; score=60.2; curve_peak=0.00108; steer_delta_peak=0.9437; old=11; dynamic=5; speed=88.9,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_46_00_0004_full,byx,2025_09_28_17_46_00,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_46_00__00004,raw_road_curvature_onset,curve_right_or_negative,extreme,-0.0061638960707262,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,465.385,491.355,465.385,462.37,494.37,465.385,491.355,25.97,right,400,5796,5194,-0.117461,1.675521,1.675521,0.00616472,-0.002420834831343858,115.1565,0.257709,7.06482,0.0983236,3,4,1,72.35463731612765,auto_accept_high,road=curve_short; score=72.4; curve_peak=0.006165; steer_delta_peak=1.676; old=3; dynamic=4; speed=115,codex_auto_reviewed_not_human_verified
codex_byx_2025_09_28_17_46_00_0005_full,byx,2025_09_28_17_46_00,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,raw_road_curvature_onset__byx__2025_09_28_17_46_00__00005,raw_road_curvature_onset,curve_left_or_positive,extreme,0.0175678566990617,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,531.88,541.115,531.88,520.497,547.416,531.88,541.115,9.235,left,400,3107,1847,0.307702,-4.144112,4.144112,0.0185684,0.006566222615755278,99.41525,0.41553,13.9236,0.696023,4,2,1,95.0,auto_accept_high,road=curve_short; score=95.0; curve_peak=0.01857; steer_delta_peak=4.144; old=4; dynamic=2; speed=99.4,codex_auto_reviewed_not_human_verified
codex_cwh_2025_09_26_19_23_28_0001_full,cwh,2025_09_26_19_23_28,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_23_28_vehicle.csv,raw_road_curvature_onset__cwh__2025_09_26_19_23_28__00001,raw_road_curvature_onset,curve_left_or_positive,extreme,0.0108925996040245,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,146.62,164.045,146.62,139.332,164.045,146.62,164.045,17.425,left,400,3485,3485,-0.202807,1.8655869999999999,1.8655869999999999,0.0108753,-0.004478468921090388,97.7012,0.854072,13.0846,1.38961,3,1,1,82.3482774380773,auto_accept_high,road=curve_short; score=82.3; curve_peak=0.01088; steer_delta_peak=1.866; old=3; dynamic=1; speed=97.7,codex_auto_reviewed_not_human_verified
codex_cwh_2025_09_26_19_27_21_0001_full,cwh,2025_09_26_19_27_21,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,raw_road_curvature_onset__cwh__2025_09_26_19_27_21__00001,raw_road_curvature_onset,curve_right_or_negative,extreme,-0.0080701098943734,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,117.615,137.965,117.615,111.79,143.79,117.615,137.965,20.35,right,400,5235,4070,-0.0706858,-1.5512442000000002,1.5512442000000002,0.00807011,0.002171208661670761,86.20695,0.317823,6.14876,0.0846093,3,6,2,73.73761691202719,auto_accept_high,road=curve_short; score=73.7; curve_peak=0.00807; steer_delta_peak=1.551; old=3; dynamic=6; speed=86.2,codex_auto_reviewed_not_human_verified
codex_cwh_2025_09_26_19_27_21_0002_full,cwh,2025_09_26_19_27_21,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,raw_road_curvature_onset__cwh__2025_09_26_19_27_21__00002,raw_road_curvature_onset,curve_left_or_positive,weak,0.00108139999382,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,143.355,145.69,143.355,128.522,160.522,143.355,145.69,2.335,left,400,3434,467,-0.146608,-0.469144,0.469144,0.00108086,0.0009411467987152033,85.36940000000001,0.258171,5.87918,0.0807247,4,5,1,57.672967441860465,needs_human_review,road=curve_short; score=57.7; curve_peak=0.001081; steer_delta_peak=0.4691; old=4; dynamic=5; speed=85.4,codex_auto_reviewed_not_human_verified
codex_cwh_2025_09_26_19_27_21_0003_entry,cwh,2025_09_26_19_27_21,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,raw_road_curvature_onset__cwh__2025_09_26_19_27_21__00003,raw_road_curvature_onset,curve_right_or_negative,extreme,-0.0061647198983739,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,entry,curve_entry,309.08,321.08,309.08,301.08,331.08,309.08,347.5,38.42,right,400,4400,2400,-0.0881391,0.7829551,0.7829551,0.00252414,-0.0014530091291666666,76.5054,0.155329,3.29939,0.0457787,0,2,1,49.115690243479264,needs_human_review,road=curve_entry; score=49.1; curve_peak=0.002524; steer_delta_peak=0.783; old=0; dynamic=2; speed=76.5,codex_auto_reviewed_not_human_verified
codex_cwh_2025_09_26_19_27_21_0003_exit,cwh,2025_09_26_19_27_21,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,raw_road_curvature_onset__cwh__2025_09_26_19_27_21__00003,raw_road_curvature_onset,curve_right_or_negative,extreme,-0.0061647198983739,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,exit,curve_exit_or_return,335.5,347.5,335.5,325.5,355.5,309.08,347.5,38.42,right,401,4001,2401,0.141721,-0.31730100000000006,0.31730100000000006,0.00233776,-0.0018643541649312786,82.722,0.155329,3.24579,0.0457338,1,2,0,50.0,needs_human_review,road=curve_exit_or_return; score=50.0; curve_peak=0.002338; steer_delta_peak=0.3173; old=1; dynamic=2; speed=82.7,codex_auto_reviewed_not_human_verified
codex_cwh_2025_09_26_19_27_21_0004_full,cwh,2025_09_26_19_27_21,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,raw_road_curvature_onset__cwh__2025_09_26_19_27_21__00004,raw_road_curvature_onset,curve_left_or_positive,extreme,0.0192586852282705,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,396.5,412.88,396.5,388.69,420.69,396.5,412.88,16.38,left,401,4838,3276,-0.221308,-1.2337719999999999,1.2337719999999999,0.0192589,0.007297830874856836,57.4888,0.228847,3.29173,0.0456352,1,3,1,71.04675176564245,auto_accept_medium,road=curve_short; score=71.0; curve_peak=0.01926; steer_delta_peak=1.234; old=1; dynamic=3; speed=57.5,codex_auto_reviewed_not_human_verified
