sample_id,split,gt_peak_abs,gt_peak_signed,gt_peak_time_s,gt_onset_time_s,gt_tail_signed,gt_tail_abs_ratio,direction_mode,amplitude_mode,peak_timing,tail_mode,reversal_count,zero_crossing,correction_mode,response_family,threshold_small_peak_train_p40,threshold_large_peak_train_p75,threshold_very_large_peak_train_p90,threshold_peak_time_train_median
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915__pre3_label3_response_coverage,train,0.761661171913147,0.761661171913147,0.9800000190734863,0.08500000089406967,0.0008721649646759033,0.001145082612633636,positive,small,early_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335__pre3_label3_response_coverage,train,0.040490150451660156,-0.040490150451660156,1.065000057220459,0.7950000166893005,-0.012040138244628906,0.29735968156016673,negative,small,early_peak,return_near_zero,1,1,zero_crossing,small|return_near_zero|zero_crossing,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020__pre3_label3_response_coverage,train,0.9894275069236755,-0.9894275069236755,0.9449999928474426,0.20499999821186066,-0.2804744243621826,0.2834714240300764,negative,medium,early_peak,return_near_zero,4,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825__pre3_label3_response_coverage,train,0.241902694106102,-0.241902694106102,1.565000057220459,0.05999999865889549,-0.11990415304899216,0.4956710114042817,negative,small,early_peak,same_side_tail,2,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580__pre3_label3_response_coverage,test,1.4929579496383667,1.4929579496383667,1.625,0.11999999731779099,-0.3148575723171234,0.21089513766505621,positive,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315__pre3_label3_response_coverage,test,1.1232937574386597,-1.1232937574386597,1.4500000476837158,0.3199999928474426,0.12898030877113342,0.11482331128166777,negative,medium,early_peak,return_near_zero,7,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145__pre3_label3_response_coverage,train,1.5481109619140625,-1.5481109619140625,1.5149999856948853,0.20000000298023224,-0.4331899881362915,0.2798184360123008,negative,medium,early_peak,return_near_zero,6,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000225295__pre3_label3_response_coverage,train,0.6775369644165039,0.6775369644165039,1.5149999856948853,0.3100000023841858,0.17348499596118927,0.2560524444752544,positive,small,early_peak,return_near_zero,6,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000453095__pre3_label3_response_coverage,train,0.06876599788665771,0.06876599788665771,1.149999976158142,0.10999999940395355,0.04904399812221527,0.7132012859473243,positive,small,early_peak,same_side_tail,2,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000527630__pre3_label3_response_coverage,train,0.110131174325943,-0.110131174325943,0.4050000011920929,0.06499999761581421,-0.07522419095039368,0.6830417582560321,negative,small,early_peak,same_side_tail,2,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000089205__pre3_label3_response_coverage,train,0.6611310243606567,0.6611310243606567,1.9199999570846558,0.5350000262260437,-0.130027174949646,0.19667383643868186,positive,small,late_peak,return_near_zero,1,1,zero_crossing,small|return_near_zero|zero_crossing,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000165100__pre3_label3_response_coverage,train,0.6585130095481873,0.6585130095481873,2.140000104904175,0.08500000089406967,0.15358835458755493,0.23323511056058485,positive,small,late_peak,return_near_zero,2,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000214250__pre3_label3_response_coverage,train,1.488070011138916,-1.488070011138916,1.7050000429153442,0.24500000476837158,-0.23282694816589355,0.1564623615979574,negative,medium,late_peak,return_near_zero,4,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000341005__pre3_label3_response_coverage,train,1.5233267545700073,-1.5233267545700073,1.4299999475479126,0.23000000417232513,0.14067354798316956,0.092346272761997,negative,medium,early_peak,return_near_zero,4,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000205130__pre3_label3_response_coverage,val,0.8892450332641602,-0.8892450332641602,1.6100000143051147,0.13500000536441803,0.12898001074790955,0.14504439825147114,negative,small,late_peak,return_near_zero,2,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000309365__pre3_label3_response_coverage,val,1.358564019203186,1.358564019203186,1.1399999856948853,0.41999998688697815,-0.024260014295578003,0.017857100550776245,positive,medium,early_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000329785__pre3_label3_response_coverage,val,1.5020259618759155,-1.5020259618759155,1.225000023841858,0.11999999731779099,0.02443501353263855,0.016268036740271177,negative,medium,early_peak,return_near_zero,3,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000388180__pre3_label3_response_coverage,val,0.9496341347694397,0.9496341347694397,1.2699999809265137,0.5550000071525574,-0.24172788858413696,0.25454844106127855,positive,small,early_peak,return_near_zero,2,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000204045__pre3_label3_response_coverage,train,1.6385160684585571,1.6385160684585571,1.309999942779541,0.8899999856948853,-0.38187798857688904,0.23306331620912502,positive,large,early_peak,return_near_zero,4,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000315730__pre3_label3_response_coverage,train,1.178966999053955,-1.178966999053955,1.090000033378601,0.1550000011920929,-0.09634249657392502,0.08171772123497405,negative,medium,early_peak,return_near_zero,3,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000480390__pre3_label3_response_coverage,train,0.19268402457237244,-0.19268402457237244,0.9750000238418579,0.1899999976158142,-0.02513200044631958,0.13043115796494048,negative,small,early_peak,return_near_zero,2,0,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000233845__pre3_label3_response_coverage,train,1.8683719635009766,1.8683719635009766,2.2300000190734863,0.14000000059604645,-0.2296850085258484,0.12293323439485894,positive,large,late_peak,return_near_zero,4,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000439375__pre3_label3_response_coverage,train,0.43615812063217163,0.43615812063217163,1.2549999952316284,0.4300000071525574,0.16528302431106567,0.3789520737834777,positive,small,early_peak,same_side_tail,7,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000223260__pre3_label3_response_coverage,test,1.5163418054580688,1.5163418054580688,1.7649999856948853,0.07000000029802322,-0.19721928238868713,0.13006255032921785,positive,medium,late_peak,return_near_zero,3,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000425785__pre3_label3_response_coverage,test,2.145881175994873,2.145881175994873,1.3550000190734863,0.4050000011920929,0.0989600419998169,0.0461162729357263,positive,very_large,early_peak,return_near_zero,2,0,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gf__2025_09_26_10_40_59__000180655__pre3_label3_response_coverage,train,2.2230300903320312,-2.2230300903320312,1.6050000190734863,0.9950000047683716,0.3141602575778961,0.1413207400764302,negative,very_large,late_peak,return_near_zero,2,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gf__2025_09_26_10_40_59__000232065__pre3_label3_response_coverage,train,2.1785199642181396,2.1785199642181396,1.7000000476837158,0.17499999701976776,-0.42219600081443787,0.19379946374095405,positive,very_large,late_peak,return_near_zero,5,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870__pre3_label3_response_coverage,test,0.559203028678894,-0.559203028678894,0.875,0.5,0.1829110085964203,0.32709230675760803,negative,small,early_peak,opposite_tail,4,1,multi_segment,small|opposite_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505__pre3_label3_response_coverage,test,1.254542589187622,1.254542589187622,1.3849999904632568,0.6399999856948853,-0.12583839893341064,0.10030619926175419,positive,medium,early_peak,return_near_zero,3,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000180015__pre3_label3_response_coverage,train,1.095018982887268,-1.095018982887268,1.434999942779541,0.07000000029802322,0.3145102262496948,0.2872189716934556,negative,medium,early_peak,return_near_zero,4,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000211485__pre3_label3_response_coverage,train,1.0971187353134155,-1.0971187353134155,1.5950000286102295,1.034999966621399,0.11746014654636383,0.10706238328234256,negative,medium,late_peak,return_near_zero,5,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000260065__pre3_label3_response_coverage,train,0.8555600047111511,-0.8555600047111511,2.365000009536743,0.9950000047683716,-0.19477829337120056,0.22766175639189726,negative,small,late_peak,return_near_zero,2,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000413415__pre3_label3_response_coverage,train,2.721312999725342,-2.721312999725342,1.375,0.17499999701976776,0.09442299604415894,0.03469758754457459,negative,very_large,early_peak,return_near_zero,6,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340__pre3_label3_response_coverage,train,0.2635442018508911,0.2635442018508911,0.6000000238418579,0.3799999952316284,-0.13124901056289673,0.4980151702869002,positive,small,early_peak,opposite_tail,1,1,zero_crossing,small|opposite_tail|zero_crossing,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000229945__pre3_label3_response_coverage,train,0.8979719877243042,-0.8979719877243042,2.615000009536743,0.5149999856948853,-0.17226451635360718,0.19183729415677042,negative,small,late_peak,return_near_zero,4,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210__pre3_label3_response_coverage,train,0.34330591559410095,0.34330591559410095,0.4099999964237213,0.054999999701976776,-0.08709210902452469,0.2536865957401557,positive,small,early_peak,return_near_zero,4,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920__pre3_label3_response_coverage,train,0.4164358973503113,-0.4164358973503113,1.2200000286102295,0.07000000029802322,-0.1352631002664566,0.3248113362155029,negative,small,early_peak,same_side_tail,4,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000575025__pre3_label3_response_coverage,train,0.3851950168609619,-0.3851950168609619,0.20000000298023224,0.019999999552965164,-0.07347899675369263,0.19075791102514505,negative,small,early_peak,return_near_zero,9,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000095835__pre3_label3_response_coverage,train,1.7285699844360352,-1.7285699844360352,1.5099999904632568,0.10000000149011612,0.4670499861240387,0.2701944325826176,negative,large,early_peak,return_near_zero,2,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000143790__pre3_label3_response_coverage,train,1.8774499893188477,-1.8774499893188477,1.940000057220459,0.49000000953674316,-0.35971200466156006,0.19159605140377994,negative,large,late_peak,return_near_zero,5,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000173350__pre3_label3_response_coverage,train,1.3058549165725708,1.3058549165725708,1.190000057220459,0.6650000214576721,0.06562390923500061,0.050253598927544926,positive,medium,early_peak,return_near_zero,6,0,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140__pre3_label3_response_coverage,train,0.7712610363960266,-0.7712610363960266,1.690000057220459,0.4950000047683716,-0.042411498725414276,0.054989811132682254,negative,small,late_peak,return_near_zero,6,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000297385__pre3_label3_response_coverage,train,0.6428040266036987,0.6428040266036987,2.134999990463257,1.2350000143051147,0.034382984042167664,0.05348906139221409,positive,small,late_peak,return_near_zero,3,0,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,test,2.043076992034912,-2.043076992034912,1.5399999618530273,0.23000000417232513,0.1776750683784485,0.08696445071386344,negative,very_large,early_peak,return_near_zero,2,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre3_label3_response_coverage,test,1.3226046562194824,-1.3226046562194824,1.2949999570846558,0.125,-0.25481608510017395,0.19266232271443626,negative,medium,early_peak,return_near_zero,3,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre3_label3_response_coverage,test,0.7986618280410767,-0.7986618280410767,1.1150000095367432,0.04500000178813934,-0.10786087810993195,0.13505200113856508,negative,small,early_peak,return_near_zero,2,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555__pre3_label3_response_coverage,test,1.19834303855896,1.19834303855896,0.925000011920929,0.4650000035762787,-0.2937390208244324,0.24512098069819935,positive,medium,early_peak,return_near_zero,3,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440__pre3_label3_response_coverage,test,1.2020080089569092,-1.2020080089569092,2.200000047683716,0.19499999284744263,-0.19076505303382874,0.15870530945910485,negative,medium,late_peak,return_near_zero,4,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460__pre3_label3_response_coverage,test,1.0026919841766357,-1.0026919841766357,1.934999942779541,0.36500000953674316,-0.015184000134468079,0.015143234786040976,negative,medium,late_peak,return_near_zero,5,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre3_label3_response_coverage,test,2.594604015350342,-2.594604015350342,1.625,0.12999999523162842,0.6901050806045532,0.2659770340759957,negative,very_large,late_peak,return_near_zero,5,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180__pre3_label3_response_coverage,test,0.518537700176239,0.518537700176239,2.240000009536743,0.13500000536441803,0.012044370174407959,0.023227568931466998,positive,small,late_peak,return_near_zero,5,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940__pre3_label3_response_coverage,test,0.22881299257278442,0.22881299257278442,1.0049999952316284,0.6299999952316284,0.19931699335575104,0.8710912396827691,positive,small,early_peak,same_side_tail,2,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000104490__pre3_label3_response_coverage,train,1.5514259338378906,1.5514259338378906,1.565000057220459,0.16500000655651093,-0.13072502613067627,0.08426120981959542,positive,medium,early_peak,return_near_zero,5,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000184075__pre3_label3_response_coverage,train,0.8056439161300659,-0.8056439161300659,0.9449999928474426,0.41499999165534973,-0.03490648791193962,0.04332743934766361,negative,small,early_peak,return_near_zero,7,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000198480__pre3_label3_response_coverage,train,1.4226219654083252,-1.4226219654083252,2.5399999618530273,0.7300000190734863,-0.2003641277551651,0.1408414411045987,negative,medium,late_peak,return_near_zero,4,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000308055__pre3_label3_response_coverage,train,1.182286024093628,-1.182286024093628,1.5149999856948853,0.13500000536441803,-0.10576649755239487,0.08945931474871176,negative,medium,early_peak,return_near_zero,6,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425__pre3_label3_response_coverage,train,0.7747515439987183,0.7747515439987183,2.4149999618530273,0.05000000074505806,0.17540520429611206,0.2264018776791263,positive,small,late_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825__pre3_label3_response_coverage,train,0.9089670181274414,0.9089670181274414,1.25,0.10999999940395355,-0.2267179936170578,0.2494237844670299,positive,small,early_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605__pre3_label3_response_coverage,test,0.5717697739601135,-0.5717697739601135,1.475000023841858,0.06499999761581421,-0.17174199223518372,0.30036913467056475,negative,small,early_peak,same_side_tail,4,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695__pre3_label3_response_coverage,test,1.2557679414749146,-1.2557679414749146,1.875,0.19499999284744263,-0.2874549925327301,0.22890773290096159,negative,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880__pre3_label3_response_coverage,test,0.15830004215240479,-0.15830004215240479,1.350000023841858,0.4050000011920929,-0.15254008769989014,0.9636136897110287,negative,small,early_peak,same_side_tail,0,0,single_sweep,small|same_side_tail|single_sweep,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250__pre3_label3_response_coverage,test,0.9698799848556519,0.9698799848556519,0.9049999713897705,0.13500000536441803,-0.14800401031970978,0.15260033471227613,positive,small,early_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260__pre3_label3_response_coverage,test,1.102524995803833,-1.102524995803833,1.8600000143051147,0.08500000089406967,-0.20402909815311432,0.18505621090645663,negative,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890__pre3_label3_response_coverage,test,1.6784822940826416,1.6784822940826416,1.7450000047683716,0.14000000059604645,0.33265918493270874,0.19819046415054406,positive,large,late_peak,return_near_zero,2,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200__pre3_label3_response_coverage,test,1.3070790767669678,1.3070790767669678,1.6050000190734863,0.07000000029802322,0.19355720281600952,0.14808377416213342,positive,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660__pre3_label3_response_coverage,test,0.7967429757118225,0.7967429757118225,1.9850000143051147,0.38999998569488525,-0.0919790267944336,0.11544378751787314,positive,small,late_peak,return_near_zero,4,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584
