sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,anchor_time_abs_s,window_config_id,input_start_rel_s,input_end_rel_s,label_start_rel_s,label_end_rel_s,anchor_source,causal_setting,event_type,event_level,road_type_anchor,is_curve,curvature_anchor,instability_review_score,road_guided_instability_score,codex_recommended_decision,road_guided_recommended_decision,vehicle_relative_path,vehicle_absolute_path,vehicle_sha256,anchor_idx_oldcode,event_start_rel_s,event_end_rel_s,event_duration_s,split,random_event_split,session_level_split,subject_level_split
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000269285__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000269285,hzh,2025_09_27_19_33_25,269.285,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,curve,0,-0.0,93.6,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,53857,269.285,288.2,18.915,train,test,train,test
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885,hzh,2025_09_27_19_33_25,297.885,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,1,-0.0,92.1,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,59577,297.885,309.305,11.42,train,train,train,test
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000325285__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000325285,hzh,2025_09_27_19_33_25,325.285,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,94.99,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,65057,325.285,332.385,7.1,train,test,train,test
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000337550__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000337550,hzh,2025_09_27_19_33_25,337.55,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,61.78,90.87,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,67510,337.55,339.32,1.77,train,train,train,test
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000342730__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000342730,hzh,2025_09_27_19_33_25,342.73,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_extreme,design_regular_road,0,0.0,90.69,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,68546,342.73,351.005,8.275,train,train,train,test
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000353510__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000353510,hzh,2025_09_27_19_33_25,353.51,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,90.11,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,70702,353.51,356.265,2.755,train,val,train,test
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000442940__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000442940,hzh,2025_09_27_19_33_25,442.94,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,55.54,89.98,needs_human_review,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,88588,442.94,454.675,11.735,train,val,train,test
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000474190__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000474190,hzh,2025_09_27_19_33_25,474.19,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,61.94,84.12,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,94838,474.19,476.04,1.85,train,val,train,test
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405,hzh,2025_09_27_19_33_25,511.405,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,0,0.0,54.49,90.01,needs_human_review,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,102281,511.405,523.2,11.795,train,train,train,test
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000527890__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000527890,hzh,2025_09_27_19_33_25,527.89,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,86.52,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,105578,527.89,534.805,6.915,train,val,train,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000051370__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000051370,hzh,2025_09_27_19_44_05,51.37,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,88.57,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,10274,51.37,58.995,7.625,test,val,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885,hzh,2025_09_27_19_44_05,81.885,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,78.11,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,16377,81.885,92.015,10.13,test,test,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000128910__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000128910,hzh,2025_09_27_19_44_05,128.91,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,curve,1,-0.00729802,94.71,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,25782,128.91,145.72,16.81,test,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245,hzh,2025_09_27_19_44_05,176.245,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,65.07,88.82,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,35249,176.245,178.845,2.6,test,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700,hzh,2025_09_27_19_44_05,218.7,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,-0.0,83.37,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,43740,218.7,229.64,10.94,test,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255,hzh,2025_09_27_19_44_05,246.255,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,60.34,88.26,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,49251,246.255,249.465,3.21,test,test,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000301790__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000301790,hzh,2025_09_27_19_44_05,301.79,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,1,0.0,72.19,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,60358,301.79,310.69,8.9,test,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390,hzh,2025_09_27_19_44_05,326.39,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,-0.0,92.41,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,65278,326.39,331.96,5.57,test,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860,hzh,2025_09_27_19_44_05,345.86,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,76.96,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,69172,345.86,356.785,10.925,test,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000407670__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000407670,hzh,2025_09_27_19_44_05,407.67,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,-0.0,53.17,91.6,needs_human_review,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,81534,407.67,425.07,17.4,test,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000429895__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000429895,hzh,2025_09_27_19_44_05,429.895,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,-0.0,56.19,84.75,needs_human_review,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,85979,429.895,437.195,7.3,test,val,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000530990__pre1_label2_event_trigger,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000530990,hzh,2025_09_27_19_44_05,530.99,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,curve,0,0.0,93.51,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,106198,530.99,545.905,14.915,test,train,test,test
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000159055__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000159055,jy,2025_09_26_17_17_11,159.055,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,curve,1,-0.00729802,69.64,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,31811,159.055,180.36,21.305,train,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000223285__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000223285,jy,2025_09_26_17_17_11,223.285,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,67.96,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,44657,223.285,229.34,6.055,train,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445,jy,2025_09_26_17_17_11,240.445,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,94.38,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,48089,240.445,252.16,11.715,train,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000289580__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000289580,jy,2025_09_26_17_17_11,289.58,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_roll_only,medium_active,straight,0,0.0,50.26,87.43,needs_human_review,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,57916,289.58,292.625,3.045,train,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000360915__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000360915,jy,2025_09_26_17_17_11,360.915,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_strong,design_regular_road,0,-0.0,81.19,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,72183,360.915,381.365,20.45,train,val,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405,jy,2025_09_26_17_17_11,414.405,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,94.83,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,82881,414.405,419.495,5.09,train,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665,jy,2025_09_26_17_17_11,547.665,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,curve,0,-0.0,75.98,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,109533,547.665,568.915,21.25,train,test,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000615015__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000615015,jy,2025_09_26_17_17_11,615.015,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,weak,straight,0,0.0,93.49,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,123003,615.015,628.04,13.025,train,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000057650__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000057650,jy,2025_09_26_17_29_44,57.65,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,weak,straight,0,-0.0,70.71,88.69,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_29_44_vehicle.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,11530,57.65,64.505,6.855,train,test,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000133840__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000133840,jy,2025_09_26_17_29_44,133.84,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,curve,1,-0.00729802,94.44,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_29_44_vehicle.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,26768,133.84,144.91,11.07,train,test,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000176855__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000176855,jy,2025_09_26_17_29_44,176.855,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,curve,1,-0.00729802,76.93,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_29_44_vehicle.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,35371,176.855,191.885,15.03,train,val,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000269345__pre1_label2_event_trigger,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000269345,jy,2025_09_26_17_29_44,269.345,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,57.25,89.26,needs_human_review,hybrid_accept_high,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_29_44_vehicle.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,53869,269.345,276.37,7.025,train,train,train,train
