protocol_version,sample_key,pool,subj,split,file,recording_id,vehicle_file,event_idx,episode_id,source_event_version,phase_type,event_level,trigger_type,event_type,road_type_anchor,is_curve,curvature_anchor,anchor_source,anchor_idx,anchor_s,history_len,future_len,valid_future_len,valid_future_s,full_future_2s,history_full_3s,time_left_after_anchor_s,keep_for_training,usable_sample,drop_reason,event_start_s,event_end_s,event_duration_s,start_idx,end_idx,trigger_score,primary_score,mechanism_tag,d3_included,instability_event_uid,leakage_note
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_05_51::00011::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_05_51_vehicle.csv,Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,11,11,allraw_instability_rescreen_v0_1,secondary,extreme_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,1,-0.00025321,all_raw_nonsteering_dynamic_onset,69860,349.3,600,400,400,2.0,True,True,216.135,True,True,,349.3,363.51,14.21,69860,72702,100.0,87.45,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000349300,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_05_51::00012::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_05_51_vehicle.csv,Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,12,12,allraw_instability_rescreen_v0_1,none,instability_strong,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,design_regular_road,0,0.0,all_raw_nonsteering_dynamic_onset,73360,366.8,600,400,400,2.0,True,True,198.635,True,True,,366.8,367.925,1.125,73360,73585,87.74,72.24,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000366800,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_05_51::00013::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_05_51_vehicle.csv,Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,13,13,allraw_instability_rescreen_v0_1,secondary,strong_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,0,0.0,all_raw_nonsteering_dynamic_onset,74518,372.59,600,400,400,2.0,True,True,192.845,True,True,,372.59,386.135,13.545,74518,77227,100.0,78.5,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000372590,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_05_51::00014::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_05_51_vehicle.csv,Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,14,14,allraw_instability_rescreen_v0_1,secondary,strong_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,curve,0,0.0,all_raw_nonsteering_dynamic_onset,96839,484.195,600,400,400,2.0,True,True,81.24,True,True,,484.195,519.75,35.555,96839,103950,100.0,92.81,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000484195,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_05_51::00015::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_05_51_vehicle.csv,Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,15,15,allraw_instability_rescreen_v0_1,secondary,weak,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,curve,0,0.0,all_raw_nonsteering_dynamic_onset,109256,546.28,600,400,400,2.0,True,True,19.155,True,True,,546.28,563.28,17.0,109256,112656,91.76,72.16,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000546280,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00016::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,16,16,allraw_instability_rescreen_v0_1,secondary,medium_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,0,-0.0,all_raw_nonsteering_dynamic_onset,5762,28.81,600,400,400,2.0,True,True,504.95,True,True,,28.81,37.12,8.31,5762,7424,87.12,60.01,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000028810,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00017::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,17,17,allraw_instability_rescreen_v0_1,secondary,extreme_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,0,0.0,all_raw_nonsteering_dynamic_onset,11773,58.865,600,400,400,2.0,True,True,474.895,True,True,,58.865,69.03,10.165,11773,13806,100.0,81.69,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00018::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,18,18,allraw_instability_rescreen_v0_1,secondary,extreme_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,0,0.0,all_raw_nonsteering_dynamic_onset,17489,87.445,600,400,400,2.0,True,True,446.315,True,True,,87.445,96.875,9.43,17489,19375,100.0,80.01,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000087445,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00019::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,19,19,allraw_instability_rescreen_v0_1,secondary,strong_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,curve,1,-0.00729802,all_raw_nonsteering_dynamic_onset,26229,131.145,600,400,400,2.0,True,True,402.615,True,True,,131.145,150.435,19.29,26229,30087,100.0,75.98,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00020::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,20,20,allraw_instability_rescreen_v0_1,secondary,extreme_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,0,0.0,all_raw_nonsteering_dynamic_onset,32808,164.04,600,400,400,2.0,True,True,369.72,True,True,,164.04,201.975,37.935,32808,40395,100.0,82.98,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000164040,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00021::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,21,21,allraw_instability_rescreen_v0_1,secondary,strong_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,0,0.0,all_raw_nonsteering_dynamic_onset,43269,216.345,600,400,400,2.0,True,True,317.415,True,True,,216.345,230.84,14.495,43269,46168,100.0,62.07,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00022::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,22,22,allraw_instability_rescreen_v0_1,secondary,strong_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,curve,0,-0.0,all_raw_nonsteering_dynamic_onset,52793,263.965,600,400,400,2.0,True,True,269.795,True,True,,263.965,284.705,20.74,52793,56941,100.0,76.79,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000263965,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00023::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,23,23,allraw_instability_rescreen_v0_1,secondary,extreme_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,1,0.0,all_raw_nonsteering_dynamic_onset,57485,287.425,600,400,400,2.0,True,True,246.335,True,True,,287.425,306.315,18.89,57485,61263,100.0,91.39,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000287425,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00024::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,24,24,allraw_instability_rescreen_v0_1,secondary,extreme_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,1,-0.00041236,all_raw_nonsteering_dynamic_onset,63954,319.77,600,400,400,2.0,True,True,213.99,True,True,,319.77,337.25,17.48,63954,67450,100.0,87.45,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000319770,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00025::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,25,25,allraw_instability_rescreen_v0_1,secondary,strong_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,0,-0.0,all_raw_nonsteering_dynamic_onset,68362,341.81,600,400,400,2.0,True,True,191.95,True,True,,341.81,356.88,15.07,68362,71376,90.0,61.68,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000341810,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00026::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,26,26,allraw_instability_rescreen_v0_1,secondary,extreme_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,0,0.0,all_raw_nonsteering_dynamic_onset,82384,411.92,600,400,400,2.0,True,True,121.84,True,True,,411.92,423.255,11.335,82384,84651,100.0,81.24,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000411920,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00027::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,27,27,allraw_instability_rescreen_v0_1,none,instability_medium,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,design_high_risk_surface,0,0.0,all_raw_nonsteering_dynamic_onset,90138,450.69,600,400,400,2.0,True,True,83.07,True,True,,450.69,485.505,34.815,90138,97101,87.85,69.82,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000450690,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_15_52::00028::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,28,28,allraw_instability_rescreen_v0_1,none,instability_strong,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,design_high_risk_surface,0,0.0,all_raw_nonsteering_dynamic_onset,103471,517.355,600,400,400,2.0,True,True,16.405,True,True,,517.355,531.225,13.87,103471,106245,88.53,71.53,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000517355,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_25_18::00029::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_25_18_vehicle.csv,Entity_Recording_2025_09_28_17_25_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,29,29,allraw_instability_rescreen_v0_1,secondary,extreme_active,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,straight,0,-0.0,all_raw_nonsteering_dynamic_onset,9982,49.91,600,400,400,2.0,True,True,535.48,True,True,,49.91,59.98,10.07,9982,11996,100.0,93.61,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000049910,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
instability_allraw_highconf_oldcode_v0_1,byx::2025_09_28_17_25_18::00030::instability_dynamic_onset,allraw_vehicle_instability_highconf,byx,test,Entity_Recording_2025_09_28_17_25_18_vehicle.csv,Entity_Recording_2025_09_28_17_25_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,30,30,allraw_instability_rescreen_v0_1,none,instability_extreme,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,design_regular_road,0,-0.0,all_raw_nonsteering_dynamic_onset,13110,65.55,600,400,400,2.0,True,True,519.84,True,True,,65.55,88.575,23.025,13110,17715,100.0,91.64,instability_ay_roll,True,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.
