event_uid,subject,session_stamp,default_split,session_level_split,subject_level_split,event_type,event_level,road_type_anchor,road_design_risk_class,event_end_rel_s,event_duration_s,peak2_abs,peak2_time_s,tail2_abs,tail2_over_peak,peak2_near_end,tail2_unsettled,label2_response_unsettled,event_exceeds_2s_label,peak3_abs,peak3_time_s,tail3_abs,tail3_over_peak,peak3_near_end,tail3_unsettled,label3_response_unsettled,event_exceeds_3s_label,post2_range_abs,post2_change_from_2s_abs,post2_substantial_change,peak_after_2s_in_3s_label,peak_gain_after_2s_abs,peak_gain_after_2s_ratio,old_2s_may_miss_future_peak,old_2s_may_miss_future_change,label_window_2s_needs_review,label3_still_needs_review,recommended_window_policy,recurrence_rank,primary_attribution,mean_sample_rmse,vehicle_only_structure_gap,label_window_may_be_short,consensus_reversal_failure,figure_png,top_recurrent_bad_event,response_task_class,response_task_track,include_instant2s_core_candidate,include_response3s_candidate,include_response3s_strict_core,requires_manual_window_or_anchor_review,requires_long_event_split_review,recommended_training_action,response_task_class_cn,do_not_claim_complete_response_without_review,stage3_main_recommendation_cn
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,69.03,10.165,2.1975419521331787,1.5449999570846558,0.0734790116548538,0.0334369096269251,False,False,False,True,2.1975419521331787,1.5449999570846558,0.0399679839611053,0.0181875863267629,False,False,False,True,0.8607970029115677,0.8607970029115677,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False,switch_to_3s_continuing_response_core,B_response3s_core_candidate,False,True,True,False,False,prefer 3s response-coverage label; rerun vehicle-only baseline before model escalation,2秒后仍有明显变化，优先转为3秒响应覆盖候选,False,优先转入3秒响应覆盖候选，重跑车辆-only基线后再决定是否继续。
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000087445,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,96.875,9.43,1.2529720067977903,1.5549999475479126,1.2456419467926023,0.9941498613173958,False,True,True,True,1.2529720067977903,1.5549999475479126,0.8241410255432129,0.6577489529470517,False,True,True,True,2.074146032333374,2.0697829723358154,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,strong_active,curve,design_curve_context,150.435,19.29,1.7027480602264404,2.0,1.7027480602264404,1.0,True,True,True,True,1.7027480602264404,2.0,0.1768012642860412,0.1038328971947437,False,False,False,True,1.958962053060532,1.958962053060532,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False,switch_to_3s_continuing_response_core,B_response3s_core_candidate,False,True,True,False,False,prefer 3s response-coverage label; rerun vehicle-only baseline before model escalation,2秒后仍有明显变化，优先转为3秒响应覆盖候选,False,优先转入3秒响应覆盖候选，重跑车辆-only基线后再决定是否继续。
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000164040,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,201.975,37.935,1.257859230041504,1.4600000381469729,1.2107352018356323,0.962536325941404,False,True,True,True,1.257859230041504,1.4600000381469729,0.6496087908744812,0.5164399762388728,False,True,True,True,1.8603439927101133,1.8603439927101133,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,strong_active,straight,design_special_event_segment,230.84,14.495,0.9564404487609864,1.6699999570846558,0.9552194476127625,0.9987233903064162,False,True,True,True,0.9564404487609864,1.6699999570846558,0.1670284122228622,0.1746354542399769,False,False,False,True,1.1232948750257492,1.1222478598356247,True,False,0.0,0.0,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False,switch_to_3s_continuing_response_core,B_response3s_core_candidate,False,True,True,False,False,prefer 3s response-coverage label; rerun vehicle-only baseline before model escalation,2秒后仍有明显变化，优先转为3秒响应覆盖候选,False,优先转入3秒响应覆盖候选，重跑车辆-only基线后再决定是否继续。
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000263965,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,strong_active,curve,design_regular_road,284.705,20.74,0.3609339892864227,1.1100000143051147,0.1658060103654861,0.4593804276878705,False,False,False,True,0.8517220616340637,2.740000009536743,0.7908119559288025,0.9284859363764716,True,True,True,True,0.6859160512685776,0.6859160512685776,True,True,0.490788072347641,0.5762303155633235,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000287425,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_curve_context,306.315,18.89,0.4721121191978454,2.0,0.4721121191978454,1.0,True,True,True,True,0.5157450437545776,2.1700000762939453,0.4469790458679199,0.8666666820759974,False,True,True,True,0.0687659978866577,0.0436329245567321,False,True,0.0436329245567321,0.0846017331336592,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000319770,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_curve_context,337.25,17.48,0.410326600074768,1.2899999618530271,0.4075340926647186,0.9931944275376234,False,True,True,True,0.5461133122444153,2.690000057220459,0.5263909697532654,0.963885988403954,True,True,True,True,0.1385792195796966,0.1385792195796966,False,True,0.1357867121696472,0.2486420109621413,True,False,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000341810,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,356.88,15.07,0.7436872720718384,2.0,0.7436872720718384,1.0,True,True,True,True,0.8911668062210083,2.3350000381469727,0.6546744108200073,0.7346261174113445,False,True,True,True,0.2364923954010009,0.1474795341491699,False,True,0.1474795341491699,0.1654903808351622,True,False,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000411920,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,423.255,11.335,1.1828088760375977,1.5,0.7382737994194031,0.6241699858497982,False,True,True,True,1.1828088760375977,1.5,0.7588682174682617,0.6415814362253228,False,True,True,True,1.518086016178131,1.4971420168876648,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000450690,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,instability_medium,design_high_risk_surface,design_high_risk_surface,485.505,34.815,0.0589919984340667,0.9200000166893004,0.0350809916853904,0.5946737289227323,False,False,False,True,0.06003899872303,3.0,0.06003899872303,1.0,True,False,True,True,0.0966909974813461,0.0951199904084205,False,True,0.0010470002889633,0.0174386700516659,False,False,False,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,instant2s_ok_but_long_event_context,A_instant2s_only_with_long_event_flag,True,False,False,True,False,can_use_for_2s_instant_response; do not use as complete-response claim without review,2秒即时响应可用，但完整响应/长事件仍需复核,True,可作为2秒即时响应候选，但完整响应需要长事件复核。
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000517355,byx,2025_09_28_17_15_52,train,train,test,instability_ay_roll,instability_strong,design_high_risk_surface,design_high_risk_surface,531.225,13.87,0.1602210104465484,1.9850000143051147,0.1602210104465484,1.0,True,False,True,True,0.1816880106925964,2.0850000381469727,0.02844899892807,0.1565815973196151,False,False,False,True,0.2101370096206665,0.1886700093746185,False,True,0.0214670002460479,0.1181530920186508,False,False,True,False,review_2s_tail_or_anchor,,,,,,,,False,manual_2s_tail_or_anchor_review,C_manual_2s_anchor_or_tail_review,False,True,False,True,False,review anchor/tail before using as core sample,2秒尾段或锚点需复核，暂不进核心训练,True,先复核锚点或尾段，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000049910,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,59.98,10.07,0.4670493006706238,1.2999999523162842,0.4218453168869018,0.9032136784728836,False,True,True,True,0.4670493006706238,1.2999999523162842,0.3235833048820495,0.6928247283903965,False,True,True,True,0.1352630257606506,0.1352630257606506,False,False,0.0,0.0,False,False,True,True,review_continuous_event_or_longer_than_3s,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,instability_extreme,design_regular_road,design_regular_road,88.575,23.025,0.102970004081726,0.6549999713897705,0.042240023612976,0.4102167809904199,False,False,False,True,0.102970004081726,0.6549999713897705,0.0247800350189209,0.2406529478162716,False,False,False,True,0.0268800258636474,0.0268800258636474,False,False,0.0,0.0,False,False,False,False,two_second_label_probably_ok,,,,,,,,False,instant2s_core_clean,A_instant2s_core_and_3s_ok,True,True,True,False,False,can_use_for_instant2s_core; also safe as 3s simple-response candidate,2秒即时响应核心样本，2秒和3秒标签都相对稳定,False,可作为2秒即时响应核心候选，也可进入简单3秒响应候选。
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000117195,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,strong_active,straight,design_regular_road,125.455,8.26,1.0007719993591309,1.5750000476837158,0.9677850008010864,0.9670384477391768,False,True,True,True,1.0007719993591309,1.5750000476837158,0.3495901226997375,0.3493204475381068,False,True,True,True,1.317375123500824,1.317375123500824,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000164150,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,strong_active,curve,design_curve_context,182.655,18.505,1.388583421707153,0.9549999833106996,1.3863134384155271,0.9983652524895946,False,True,True,True,1.3950433731079102,2.055000066757202,0.3094474077224731,0.2218192019600645,False,False,False,True,1.085595965385437,1.0768660306930542,True,True,0.0064599514007568,0.0046306455593313,False,True,True,False,use_3s_label_or_split_continuing_response,,,,,,,,False,switch_to_3s_continuing_response_core,B_response3s_core_candidate,False,True,True,False,False,prefer 3s response-coverage label; rerun vehicle-only baseline before model escalation,2秒后仍有明显变化，优先转为3秒响应覆盖候选,False,优先转入3秒响应覆盖候选，重跑车辆-only基线后再决定是否继续。
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000191805,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,medium_active,straight,design_regular_road,202.025,10.22,0.3572689890861511,1.995000004768372,0.3572689890861511,1.0,True,True,True,True,1.275138020515442,2.900000095367432,1.2646658420562744,0.991787415722312,True,True,True,True,0.9178690314292908,0.9178690314292908,True,True,0.9178690314292908,0.7198193581101642,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000225005,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,extreme_active,straight,design_regular_road,242.445,17.44,0.5108580589294434,1.840000033378601,0.5068438649177551,0.9921422517634344,True,True,True,True,1.3953909873962402,2.934999942779541,1.36572003364563,0.9787364587999988,True,True,True,True,0.8885471224784851,0.8885471224784851,True,True,0.8845329284667969,0.6338961168993288,True,True,True,True,use_3s_or_longer_label_for_late_peak_review,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000248265,byx,2025_09_28_17_25_18,train,train,test,instability_ay_roll,extreme_active,straight,design_special_event_segment,255.715,7.45,2.4600415229797363,1.2400000095367432,0.795868456363678,0.3235183019999104,False,True,True,True,2.4600415229797363,1.2400000095367432,1.6474186182022097,0.6696710615708495,False,True,True,True,0.8515501618385315,0.8515501618385315,True,False,0.0,0.0,False,True,True,True,use_3s_label_or_split_continuing_response,,,,,,,,False,long_or_unsettled_review,D_long_event_or_unsettled_review,False,False,False,True,True,return to stage2 sample rules; consider splitting onset response and sustained control,3秒仍未稳定或长事件复杂，需回到样本规则复核/拆分,True,先回到阶段2复核或拆分长事件，不进入核心训练结论。
