7JSDSPEV|0|storage:Zhou 等 - 2021 - Domain generalization with MixStyle.pdf|GDJKITYQ
7URUQB2Q|0|storage:Tabelini 等 - 2021 - Keep your eyes on the lane real-time attention-guided lane detection.pdf|5P3R433W
8PJ82AF7|0|storage:Li 等 - 2020 - Domain generalization in rotating machinery fault diagnostics using deep neural networks.pdf|FV82MWBL
8ZGNVD5H|0|storage:预瞄优化神经网络驾驶员模型_郭孔辉.caj|
939MSQCN|0|storage:基于驾驶员特性的汽车防侧翻控制策略研究_钱兴国.pdf|
96LRRZF6|0|storage:谈非标自动化机械设备的设计_容刚.pdf|
99LC8FI4|0|storage:精益管理在中小企业生产管理中的应用_王文君.pdf|RDTI5ECH
9A2S3F8V|0|storage:Xu 等 - 2018 - Recognition method of construction conflict based on driver’s eye movement.pdf|XM68DCJ4
9D7SCD39|0|storage:Barzkar 和 Ghassemi - 2020 - Electric Power Systems in More and All Electric Ai.pdf|GG8B693E
9K24TYK8|0|storage:Fisher 等 - 2020 - Handbook of Human Factors for Automated, Connected, and Intelligent Vehicles.pdf|RFEHHZPU
9XGVHKLD|0|storage:Volpi 等 - Generalizing to Unseen Domains via Adversarial Data Augmentation.pdf|7TXSRFLD
AVP87NPC|0|storage:Li 等 - 2019 - A channel-projection mixed-scale convolutional neural network for motor imagery EEG decoding.pdf|U4G33QRJ
BASTI445|0|storage:数控机床可靠性建模及分析关键技术研究_王扬.pdf|RDTI5ECH
BLD7FLZ9|0|storage:基于可靠性仿真分析的设备关键部件维修决策研究_赵勇吉.pdf|RDTI5ECH
BS75A2KU|0|storage:Dou - Domain Generalization via Model-Agnostic Learning of Semantic Features.pdf|XJXSMBSX
BZ42VFDG|0|storage:滚珠丝杠副设计制造可靠性关键技术研究_肖杨亮.caj|RDTI5ECH
C37PMFZS|0|storage:Chen 等 - 2020 - Improving the Generalizability of Convolutional Neural Network-Based Segmentation on CMR Images.pdf|LJZBA6MF
C7WG5GWQ|0|storage:d2l-zh-pytorch.pdf|
CNBMRSDB|0|storage:数控机床关键部件制造过程可靠性管理方法研究_吉倩仪.pdf|RDTI5ECH
CRS2AWGU|0|storage:Li 等 - 2022 - Paths for the Digital Transformation and Intelligent Upgrade of China's Discrete Manufacturing Indus.pdf|7QYPG6ND
CXJNT9DP|0|storage:Eraqi 等 - 2019 - Driver Distraction Identification with an Ensemble of Convolutional Neural Networks.pdf|58JIDRMF
D23NTVW2|0|storage:数控机床可靠性建模技术研究及应用_康丽娜.pdf|RDTI5ECH
E39KVJB7|0|storage:Wilde - 1982 - The theory of risk homeostasis implications for safety and health.pdf|48NZUKG7
ECLZU3NZ|0|storage:Say 等 - 2D Position Control of a UAV Using Fuzzy Logic Con.pdf|DCB6GZAL
EIN5JN2T|0|storage:基于横摆角速度的拟人驾驶方向控制模型_毛作龙.caj|
F26XYC5G|0|storage:Treiber 等 - 2000 - Congested traffic states in empirical observations and microscopic simulations.pdf|T7CW5VEF
FZVGMXIV|0|storage:Palmero 等 - 2018 - Recurrent CNN for 3D gaze estimation using appearance and shape cues.pdf|ZQFFDYIE
G4KV69SQ|0|storage:Bando 等 - 1995 - Dynamical model of traffic congestion and numerical simulation.pdf|DDIMKUWN
GMBYYHVT|0|storage:Li 等 - 2019 - Episodic Training for Domain Generalization.pdf|5J2KV4VE
GPMKCRRF|0|storage:Rasmussen - 1983 - Skills, rules, and knowledge; signals, signs, and symbols, and other distinctions in human performan.pdf|4ZLEWBPB
GWNS8N7P|0|storage:Karray 等 - 2017 - Image Analysis and Recognition 14th International Conference, ICIAR 2017, Montreal, QC, Canada, Jul.pdf|AGPQYFTF
GY2GRSJ5|0|storage:Ohn-Bar和Trivedi - 2014 - Hand gesture recognition in real time for automotive interfaces a multimodal vision-based approach.pdf|C43NWE2P
GYHFU9FB|0|storage:滚动直线导轨副可靠性管理应用研究_王聪聪.pdf|RDTI5ECH
HLJRHZQN|0|storage:Li 等 - 2022 - A Temporal–Spatial Deep Learning Approach for Driv.pdf|UFK2GL2L
I78XUHNI|0|storage:Park和Chung - 2019 - Frequency-Optimized Local Region Common Spatial Pattern Approach for Motor Imagery Classification.pdf|RMH7JQK2
I7VN5U6Y|0|storage:中国汽车工程学术研究综述&#183_2023.pdf|
IA764VAQ|0|storage:Qiao 等 - 2020 - Learning to learn single domain generalization.pdf|JS5RNDCI
IBFJM9DI|0|storage:Le 等 - 2019 - Towards online detection of driver distraction Eye-movement simulation based on a combination of ve.pdf|6YVAS9HE
IDI84GAB|0|storage:multimodaldriverstatusassessment.pdf|GISE6KJ9
IL3DR49B|0|storage:Dehzangi 等 - 2018 - Wearable Driver Distraction Identification On-The-Road via Continuous Decomposition of Galvanic Skin.pdf|KBBFJYZW
ITLC88ZW|0|storage:Li 等 - 2018 - Domain Generalization with Adversarial Feature Learning.pdf|ZZVMH72R
IUWBD3I2|0|storage:Dai 等 - 2020 - HS-CNN a CNN with hybrid convolution scale for EEG motor imagery classification.pdf|8AAVFUJI
J3ZFDW4B|0|storage:Li 等 - 2018 - Deep Domain Generalization via Conditional Invariant Adversarial Networks.pdf|WH7C3CUS
J6V4I7SU|0|storage:国产数控机床可靠性分析与评价方法研究_马仕川.pdf|
JPIYZKHM|0|storage:数控机床制造车间现场物流系统可靠性关键技术研究_王姚婵.pdf|RDTI5ECH
JWRE3V9G|0|storage:Topolšek 等 - 2016 - Examination of driver detection of roadside traffic signs and advertisements using eye tracking.pdf|ELZNIAUK
KCPZVTLP|0|storage:三自由度关节式机械臂的结构设计与轨迹控制研究_常斌.pdf|
KUPRJG8T|0|storage:半挂汽车列车动态避障局部路径规划及控制研究_樊晨.pdf|
KYGN5MEB|0|storage:Yan 等 - 2023 - Learning with privileged and sensitive information a gradient-boosting approach.pdf|E4GRDRF7
M5QN7S8J|0|storage:Ge 等 - 2022 - A review of research on driving distraction based on bibliometrics and co-occurrence Focus on drivi.pdf|K45SD8LJ
MDAHCZST|0|storage:Treiber和Helbing - 2003 - Memory effects in microscopic traffic models and wide scattering in flow-density data.pdf|MHLDS5QC
ME55LC2Q|0|storage:国产数控机床可靠性分析与评价方法研究_马仕川.pdf|RDTI5ECH
MKPTP8FJ|0|storage:Dorn-Gomba 等 - 2020 - Power Electronic Converters in Electric Aircraft .pdf|LLWJPMS4
MQJJIFVZ|0|storage:用于爆胎车辆仿真的驾驶员模型_刘涛.pdf|
MWILIYMC|0|storage:Zhou 等 - 2023 - MixStyle neural networks for domain generalization and adaptation.pdf|U9KDQRG4
MYPV4JD6|0|storage:Son和Park - 2018 - Detection of cognitive and visual distraction using radial basis probabilistic neural networks.pdf|I9GCTI79
N4PLSV3M|0|storage:Deng 等 - 2020 - Representation via Representations Domain Generalization via Adversarially Learned Invariant Repres.pdf|97BCPCC3
NC46KEME|0|storage:Shi 等 - 2020 - Towards Universal Representation Learning for Deep Face Recognition.pdf|FAEL4YGH
NFP9NINB|0|storage:Yang 等 - 2024 - Quantitative Identification of Driver Distraction.pdf|TPB7PEAE
NKW5BHV9|0|storage:Mancini 等 - 2020 - Towards Recognizing Unseen Categories in Unseen Domains.pdf|2AV9XFJ2
NLRMN8NV|0|storage:Radford 等 - Learning transferable visual models from natural language supervision.pdf|BM9WVPYY
NPLYMZLZ|0|storage:Zhang 等 - 2020 - Generalizing Deep Learning for Medical Image Segmentation to Unseen Domains via Deep Stacked Transfo.pdf|JUXPWZ4E
PSZNQVYE|0|storage:Huang 等 - 2022 - Driving Behavior Modeling Using Naturalistic Human Driving Data With Inverse Reinforcement Learning.pdf|F8N25N7L
PTNKU2LI|0|storage:Lin 等 - 2011 - EEG-based brain dynamics of driving distraction.pdf|7B3XNTAT
QIITDZPF|0|storage:Albuquerque 等 - 2021 - Generalizing to unseen domains via distribution matching.pdf|APL2IDHL
QTY46DKS|0|storage:Taherisadr 等 - 2018 - ECG-based driver inattention identification during naturalistic driving using Mel-frequency cepstrum.pdf|GYQEYC2X
RUXEZVFW|0|storage:基于PMS的X公司非标项目流程优化研究_唐子云.pdf|
RYG5YVJD|0|storage:Fuller - 1984 - A conceptualization of driving behaviour as threat avoidance.pdf|RBNMUFFR
SFWCD9J5|0|storage:Li 等 - Feature-Critic Networks for Heterogeneous Domain Generalisation.pdf|8BHALIF4
SGQT46VE|0|storage:d2l-zh-pytorch.pdf|
SZ3D3A56|0|storage:Karray 等 - 2019 - Image Analysis and Recognition 16th International Conference, ICIAR 2019, Waterloo, ON, Canada, Aug.pdf|38XGTBPZ
TXV3F4NB|0|storage:Wang 等 - 2018 - LSTM-Based EEG Classification in Motor Imagery Tasks.pdf|VPCMZQ9A
U5JGW9B4|0|storage:Barzkar 和 Ghassemi - 2022 - Components of Electrical Power Systems in More and.pdf|VZLQQL8H
VDA9MEB4|0|storage:Rahman 等 - 2019 - Correlation-aware Adversarial Domain Adaptation and Generalization.pdf|GADTF3GG
VPMMGHMI|0|storage:基于驾驶风格和驾驶员不满度的换道决策模型_郭烈.pdf|
VYQPGV5V|0|storage:Wollmer 等 - 2011 - Online driver distraction detection using long short-term memory.pdf|23IG4UE4
VZ2IKDXK|0|storage:李傲雪 - 2021 - 基于数据驱动的无人驾驶汽车弯道行驶仿人轨迹规划与仿人转向模型研究(1).pdf|
VZPGDYLG|0|storage:Li 等 - 2020 - Detection of driver manual distraction via image-based hand and ear recognition.pdf|DFBJIWWQ
WFF67S9A|0|storage:基于二次Lasso回归的纵向驾驶员模型研究_刘通.caj|
X55YV9JI|0|storage:Dehzangi 等 - 2019 - GSR-based distracted driving identification using discrete & continuous decomposition and wavelet pa.pdf|4S5VCN7E
Y36UKB3R|0|storage:Wang 等 - 2022 - Driver distraction detection based on vehicle dyna.pdf|PNUH9TP5
Y64PKRFR|0|storage:Liu 等 - 2020 - Shape-aware Meta-learning for Generalizing Prostate MRI Segmentation to Unseen Domains.pdf|MFZAE985
YBMMKEGT|0|storage:数控机床主轴系统可靠性建模及可靠性分析_程佳.pdf|RDTI5ECH
YNBMVFPQ|0|storage:考虑风险场景的驾驶员紧急制动模型研究_郑建明.pdf|
YVJM9LX7|0|storage:危培_2021_基于驾驶风格迁移网络的个性化驾驶员模型构建方法研究.pdf|G42UTPDM
Z2XK9XXA|0|storage:滚动直线导轨副的特点、现状及发展动向_徐起贺.pdf|RDTI5ECH
Z7ZUIB9M|0|storage:Azab 等 - 2019 - Weighted Transfer Learning for Improving Motor Imagery-Based Brain–Computer Interface.pdf|52SQYP9D
ZAV99DY4|0|storage:Park 等 - 2018 - Filter Bank Regularized Common Spatial Pattern Ensemble for Small Sample Motor Imagery Classificatio.pdf|5UGJ94H2
2QYXQRZ8|1|storage:Hu 等 - 2020 - Domain generalization via multidomain discriminant analysis.pdf|DRVNAGGT
3GBTYJVI|1|storage:review.html|IGPRAW9E
4PDCD3HV|1|storage:Sun 等 - 2021 - Recovering Latent Causal Factor for Generalization to Distributional Shifts.pdf|VJEZYSM4
4PPJ6IEL|1|storage:Wang 等 - 2023 - Generalizing to Unseen Domains A Survey on Domain Generalization.pdf|XDUETYRI
58WM37QC|1|storage:毛磊和程惠惠 - 2025 - 智能传感器产业发展与对策研究.pdf|IY9VVCYA
5K2LCAZI|1|storage:2111.html|ZC9KJMKN
5S2QMJAH|1|storage:李晓军 - 2025 - 基于工业互联网的电子元器件封装和贴片的智能制造系统.pdf|XFN8ANNY
6CSVJQM8|1|storage:研究生论文.xml|FFMETG2C
6QTEMJQ4|1|storage:Zepf 等 - 2021 - Driver Emotion Recognition for Intelligent Vehicle.pdf|X8EMASYU
78624YAN|1|storage:CSCD7337951.html|D3IQDB4I
7U4EQE82|1|storage:Zhang 等 - 2022 - Towards principled disentanglement for domain generalization.pdf|P82GT6AP
8CC2PPI5|1|storage:Wang 等 - 2019 - A learning-based personalized driver model using bounded generalized gaussian mixture models.pdf|A98WQFUE
8NMIG2U4|1|storage:Qi 等 - 2023 - Unsupervised Domain Generalization for Person Re-identification A Domain-specific Adaptive Framewor.pdf|ZC9KJMKN
8T56NRDB|1|storage:顾廷炜 等 - 2025 - 智能传感器技术应用现状与发展趋势综述.pdf|7LGEI67S
92TVPF4D|1|storage:Zhou 等 - 2023 - Domain Generalization A Survey.pdf|9UJJI9XP
9HMMM6JS|1|storage:review.html|IGPRAW9E
9JZ5H476|1|storage:Lim和Yang - 2016 - Driver state estimation by convolutional neural network using multimodal sensor data.pdf|J5EF3BIE
9JZQK2RM|1|storage:Wang 等 - 2024 - Hierarchical style-aware domain generalization for remote physiological measurement.pdf|4VI7S2BQ
BSS3SBCF|1|storage:Dong 等 - 2011 - Driver inattention monitoring system for intelligent vehicles a review.pdf|RLDPS449
CL5T73RM|1|storage:1604.html|JFHT6DMP
D3ASJR7W|1|storage:CSCD7773869.html|EJLPH7MS
DB5RC3KV|1|storage:Radford 等 - 2021 - Learning Transferable Visual Models From Natural Language Supervision.pdf|T7Y4DIMZ
DLYLC8AV|1|storage:Wei 等 - 2023 - Classification and prediction of driver’s mental workload based on long time sequences and multiple.pdf|M3DJNRTF
DQCFHG9I|1|storage:Arvaneh 等 - 2012 - Multi-frequency band common spatial pattern with sparse optimization in Brain-Computer Interface.pdf|FL7YQVRW
EEZ5LJWI|1|storage:Alvarez 等 - 2012 - Road Scene Segmentation from a Single Image.pdf|ERYUR9BV
F5AXRWTW|1|storage:邓力夫和罗嗣乾 - 2021 - 人工智能时代汽车传感器的现状与展望.pdf|GLTTEI4U
FL5RMW8C|1|storage:赵晓华 等 - 2022 - 不同情景下自动驾驶接管行为的影响特征.pdf|6EB3SXDB
G2ZQQIFL|1|storage:陈绍辉 - 2024 - 我国传感器产业现状及发展前景.pdf|CG69XU3P
G5WZHQ8W|1|storage:葛慧敏 等 - 2021 - 驾驶分心综述.pdf|W2Y25PIM
G6DHYH7T|1|storage:Lin 等 - 2025 - HATNet EEG-based hybrid attention transfer learning network for train driver state detection.pdf|CQX5WWQQ
GRWV6GBG|1|storage:S095741742030628X.html|PKFC8RCS
HDYZ358T|1|storage:Ma 等 - 2024 - Vehicle-based machine vision approaches in intelligent connected system.pdf|XX9S9BJP
HTRS79MV|1|storage:Huang 等 - 2024 - Driver state recognition with physiological signals Based on deep feature fusion and feature select.pdf|GQ9BQ8DE
HZEDIG9R|1|storage:Tran 等 - 2018 - Real‐time detection of distracted driving based on deep learning.pdf|DCEQVK3G
IJ3H3WQ7|1|storage:Eraqi 等 - 2019 - Driver distraction identification with an ensemble of convolutional neural networks.pdf|58JIDRMF
IJECITUW|1|storage:Ghifary 等 - 2017 - Scatter component analysis a unified framework for domain adaptation and domain generalization.pdf|JTXSC3JY
IM65LF6N|1|storage:Scharwächter 等 - 2014 - Stixmantics A Medium-Level Model for Real-Time Semantic Scene Understanding.pdf|KXDAHFNE
JWUCRA2U|1|storage:郭烈 等 - 2022 - 自动驾驶接管影响因素分析与研究进展.pdf|SWCY7C7A
K9REMTAT|1|storage:Badue 等 - 2021 - Self-driving cars A survey.pdf|PKFC8RCS
KGVXLJZE|1|storage:Wang 等 - 2024 - ConDiff-rPPG robust remote physiological measurement to heterogeneous occlusions.pdf|X2JAX2RI
KIXY2TBT|1|storage:7066891.html|Z9KSJHWU
KJC55X8Y|1|storage:Jin 等 - 2020 - Feature Alignment and Restoration for Domain Generalization and Adaptation.pdf|IJQ7M4Y5
LARL347E|1|storage:Hu 等 - 2020 - Domain Generalization via Multidomain Discriminant Analysis.pdf|DRVNAGGT
LN5T5TF7|1|storage:69a5e832dfa74edea4b217d86282c2fa.pdf|
LQRNCKCC|1|storage:Beanland 等 - 2013 - Driver inattention and driver distraction in serious casualty crashes Data from the Australian Nati.pdf|8KWE68FR
LUPE7294|1|storage:ac.scmor.com.html|SZ8VBQ9I
MD93UG2C|1|storage:S1746809424002623.html|GQ9BQ8DE
P2PDVL95|1|storage:10054035.html|IGPRAW9E
P4VUQTPQ|1|storage:Huang 等 - 2025 - cosGCTFormer An end-to-end driver state recognition framework.pdf|V4CY86NG
PBYG3CBR|1|storage:Li 等 - 2025 - A personalized driving risk assessment and rolling prediction method by integrating multiple indicat.pdf|6H6U8IL3
PE79KGZZ|1|storage:胡晓程 - 2025 - 基于人工智能的智能制造系统优化与应用研究.pdf|YUD2W5RI
PVMAEZNM|1|storage:牛帅 等 - 2025 - 面向智能制造的数控加工工艺重用关键技术：系统回顾.pdf|VQF2DTFN
Q6URAEDQ|1|storage:Liu 等 - 2023 - Driver stress detection using ultra-short-term HRV analysis under real world driving conditions.pdf|FEKTMBCW
Q7PU9NSG|1|storage:Jin 等 - 2022 - Style Normalization and Restitution for Domain Generalization and Adaptation.pdf|HAABIURZ
QU59P2H2|1|storage:Zheng 等 - 2021 - Deep Domain Generalization Combining A Priori Diagnosis Knowledge Toward Cross-Domain Fault Diagnosi.pdf|5BDUF9WB
QV59Y295|1|storage:el.2016.html|J5EF3BIE
RX8AK4T3|1|storage:Wang 等 - 2025 - PhysMLE generalizable and priors-inclusive multi-task remote physiological measurement.pdf|EP63ZIQA
SLJVUU7X|1|storage:1803.html|FUPZE2AH
T6QCL3S3|1|storage:Lin 等 - 2022 - Vehicle trajectory prediction using LSTMs with spatial–temporal attention mechanisms.pdf|FSEBAZNH
U3AJQQMH|1|storage:Li 等 - 2018 - Domain Generalization via Conditional Invariant Representations.pdf|VZCSKQWC
U4E4HTDR|1|storage:Gao 等 - 2022 - Situational assessment for intelligent vehicles based on stochastic model and gaussian distributions.pdf|ZJF27VPG
UFC76453|1|storage:Vicente 等 - 2015 - Driver Gaze Tracking and Eyes Off the Road Detection System.pdf|2RWRTFHW
UZZ7GEZF|1|storage:Muandet 等 - Domain Generalization via Invariant Feature Representation.pdf|7QUJ7HJS
V63TJZUW|1|storage:Chen 等 - 2018 - Domain Adaptive Faster R-CNN for Object Detection in the Wild.pdf|FUPZE2AH
VETRINXT|1|storage:Li 等 - 2016 - Driving maneuver prediction using car sensor and driver physiological signals.pdf|7WM26LYU
VQESZWWU|1|storage:Amidei 等 - 2025 - Unobtrusive multimodal monitoring of physiological signals for driver state analysis.pdf|KEV9LCZU
VR32AQRL|1|storage:Tao 等 - 2024 - A multimodal physiological dataset for driving behaviour analysis.pdf|FGNDV3PJ
W2U7GU8C|1|storage:Noh 等 - 2021 - Modeling individual differences in driver workload inference using physiological data.pdf|6CADEZKS
W36RBTCI|1|storage:9847099.html|9UJJI9XP
W4G9Q8K3|1|storage:滚动直线导轨副可靠性增长关键技术研究.pdf|
WJSWRAH9|1|storage:李玉鼎 - 2024 - 智能传感器技术在数据中心智能化系统中的应用.pdf|VU6ANRYJ
X3LWLKPS|1|storage:2006.html|IJQ7M4Y5
XDJHRBT8|1|storage:Halim和Rehan - 2020 - On identification of driving-induced stress using electroencephalogram signals a framework based on.pdf|8I9Z8D7R
XI233XRA|1|storage:Chen 等 - 2017 - Detecting driving stress in physiological signals based on multimodal feature analysis and kernel cl.pdf|RBL5PE9J
XYUZX3VN|1|storage:付岩 - 2021 - 智能制造系统架构在汽车行业的应用.pdf|F5AF88EA
YH6XA9H7|1|storage:Huang 等 - 2023 - Beyond adaptive cruise control and lane centering control drivers' mental model of and trust in eme.pdf|P43BDZFS
YI7GPWXC|1|storage:Ranft和Stiller - 2016 - The Role of Machine Vision for Intelligent Vehicles.pdf|ML7WXMJY
YR8G6BS4|1|storage:S1369847823000086.html|7Z57FPCZ
ZAYLWNVW|1|storage:Ghifary 等 - 2017 - Scatter Component Analysis A Unified Framework for Domain Adaptation and Domain Generalization.pdf|JTXSC3JY
ZE3HWF2U|1|storage:CSCD5637614.html|MLJFK2VX
ZIP9D9UR|1|storage:Bojarski 等 - 2016 - End to End Learning for Self-Driving Cars.pdf|JFHT6DMP
2GLK93YJ|2|E:\文献\zotero数据库\研究生论文\人因文献\Xing et al_2021_Toward human-vehicle collaboration.pdf|297YMEL6
3LQVSC74|2|E:\文献\zotero数据库\研究生论文\电动飞行器电子电气系统架构\邓_2024_电动垂直起降飞行器的技术现状与发展.pdf|RA548TG6
4DNIWLZX|2|attachments:研究生论文/极限驾驶工况/Yan 等 - 2023 - Learning with privileged and sensitive information a gradient-boosting approach.pdf|E4GRDRF7
4VF6DZQU|2|E:\文献\zotero数据库\研究生论文\车辆判稳相关文献\谷 et al_2020_基于组合聚类的智能汽车横向稳定性判别方法.pdf|VUZ7KISY
5CEK6RR2|2|E:\文献\zotero数据库\研究生论文\极限驾驶工况\Xu et al_2023_Modelling of Longitudinal and Lateral Behavior of Drivers and Automatic.pdf|5V9GW7XB
6B23DIJW|2|E:\文献\zotero数据库\研究生论文\车辆判稳相关文献\Yutao_Enming_2014_A Ｒesearch on Vehicle Stability Judgment Based on Energy Method2.pdf|Q4YAEITB
6EL24GZ7|2|E:\文献\zotero数据库\驾驶行为建模\综述\Singh_Kathuria_2021_Analyzing driver behavior under naturalistic driving conditions.pdf|8LDAM48D
6K2KU5US|2|E:\文献\zotero数据库\研究生论文\车辆判稳相关文献\寇 et al_基于状态估计的车辆横摆稳定性分析方法研究.pdf|QET5B2QZ
77FMAEI9|2|E:\文献\zotero数据库\研究生论文\极限驾驶工况\Buyer et al_2021_Data-Driven Merging of Car-Following Models for Interaction-Aware Vehicle Speed.pdf|F5MWBUFV
7GSHM96G|2|E:\文献\zotero数据库\研究生论文\极限驾驶工况\危培_2021_基于驾驶风格迁移网络的个性化驾驶员模型构建方法研究.pdf|G42UTPDM
8Y7JTRE3|2|E:\文献\zotero数据库\研究生论文\人因文献\张_2022_不同视觉元素对驾驶员愤怒情绪调节方法研究.pdf|SL5793EH
96UD38G2|2|E:\文献\zotero数据库\研究生论文\人因文献\张_2021_人机共驾模式下多模态刺激对驾驶员情景意识唤醒及接管评价研究.pdf|9ZB38QVB
9QKARBVU|2|E:\文献\zotero数据库\研究生论文\人因文献\陈_2022_基于信息处理模型的新手驾驶员的变道行为及认知过程研究.pdf|XPANZ7WG
BSYUT7PS|2|E:\文献\zotero数据库\驾驶行为建模\综述\Miyajima_Takeda_2016_Driver-Behavior Modeling Using On-Road Driving Data.pdf|86G5WKWN
DESZ2FTH|2|E:\文献\zotero数据库\驾驶行为建模\综述\李晓梦_2013_基于驾驶模拟实验的驾驶员紧急避撞行为研究.pdf|VVTKF6XK
DJTHUEW5|2|E:\文献\zotero数据库\驾驶行为建模\综述\Zepf et al_2021_Driver Emotion Recognition for Intelligent Vehicles.pdf|X8EMASYU
FYWXKXEM|2|E:\文献\zotero数据库\研究生论文\车辆判稳相关文献\Xiong_2015_Stability Criterion for the Vehicle under Critical Driving Situation.pdf|NYRYZTL5
G28467SF|2|E:\文献\zotero数据库\研究生论文\极限驾驶工况\刘汪洋_2012_基于驾驶员模型的汽车防侧翻控制研究.pdf|XZ5CN5KM
JR9TYTNZ|2|E:\文献\zotero数据库\研究生论文\极限驾驶工况\毛作龙_2022_基于横摆角速度的拟人驾驶方向控制模型.pdf|4CG3TZA5
MJHL7EZ4|2|E:\文献\zotero数据库\研究生论文\人因文献\胡_2021_不同情绪在典型驾驶场景中对驾驶行为的影响研究.pdf|AB36EFDS
NE3ZVUAL|2|E:\文献\zotero数据库\研究生论文\人因文献\蒋 et al_2021_自动驾驶汽车与行人交互中的沟通界面设计：基于行人过街决策模型的评估.pdf|8M788KIH
P498CZU6|2|E:\文献\zotero数据库\驾驶行为建模\综述\McCall_Trivedi_2007_Driver Behavior and Situation Aware Brake Assistance for Intelligent Vehicles.pdf|KJFXGSGX
QVBXDRAF|2|E:\文献\zotero数据库\研究生论文\车辆判稳相关文献\Yutao_Enming_2014_A Ｒesearch on Vehicle Stability Judgment Based on Energy Method.pdf|Q4YAEITB
RB7R3FZ5|2|E:\文献\zotero数据库\研究生论文\电动飞行器电子电气系统架构\梁_2020_电动飞行器及其关键技术的研究探析.pdf|EWXLD7QM
S4L66ZCJ|2|E:\文献\zotero数据库\研究生论文\电动飞行器电子电气系统架构\张 et al_2024_飞机电推进系统高效能电机及其驱动控制技术.pdf|XDRJD3IG
S5IAKQVD|2|E:\文献\zotero数据库\研究生论文\极限驾驶工况\王佳欣_2023_基于数据驱动的自动驾驶汽车换道行为建模与控制研究.pdf|VTH3Q8C8
X78A7Z35|2|E:\文献\zotero数据库\研究生论文\极限驾驶工况\卢 et al_2024_基于自主漂移的自动驾驶车辆极限工况轨迹规划与控制.pdf|JY37KYYT
YTSV7G5N|2|E:\文献\zotero数据库\研究生论文\人因文献\Xing et al_2021_Toward human-vehicle collaboration2.pdf|297YMEL6
Z7PUCFUA|2|E:\文献\zotero数据库\研究生论文\极限驾驶工况\Qiao et al_2021_Predicting Vehicle States of Naturalistic Driving Data Based on Adaptive.pdf|EIYD78ZS
2HWACIBQ|4|storage:image.png|JCY88C2K
4N55FPPB|4|storage:image.png|JCY88C2K
95JWDPZR|4|storage:image.png|4VVP5DQF
U3BZE777|4|storage:image.png|JCY88C2K
ZKVSSBIB|4|storage:image.png|CVI3N8I4
