episode_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_absolute_path,vehicle_raw_relative_path,vehicle_raw_size_bytes,vehicle_raw_sha256,read_status,read_error,available_columns,missing_required_columns,row_count,duration_s,time_start_s,time_end_s,sampling_rate_median_hz,episode_count,success_episode_count,event_index_in_session,t_condition_anchor,t_condition_end,t_condition_peak,condition_duration_s,condition_score_peak,condition_score_mean,condition_level,condition_context_cn,window_complete,recommended_input_start_s,recommended_input_end_s,recommended_label_start_s,recommended_label_end_s,vehicle_component_count,roll_evidence,lateral_evidence,is_roll_context,is_lateral_dynamic_context,is_curve_context,is_low_mu_context,is_brake_context,has_brake_response,coordinate_continuity_ok,local_lateral_step_p99,local_lateral_step_max,peak_abs_ay_window,peak_abs_yaw_rate_window,peak_abs_roll_rate_window,peak_abs_roll_window,peak_abs_curvature_window,min_mu_window,median_speed_kmh_window,ay_threshold,yaw_rate_threshold,roll_rate_threshold,roll_angle_threshold,curvature_threshold,t_steer_onset,steer_onset_relation,steer_response_delay_s,steer_amp_threshold,steer_rate_threshold,steer_delta_prepost,steer_rate_peak_near,steer_response_strength,steer_response_score,input_start_already_steering,t_response_peak,steer_peak_delta,has_return,has_countersteer,response_shape,nearest_old_context_table,nearest_old_context_time_s,delta_to_nearest_old_context_s,nearest_old_road_module,nearest_old_risk_class,nearest_old_event_types,nearest_old_v0_2_category,nearest_old_v0_2_category_cn,v0_3_category,v0_3_category_cn,v0_3_reason_cn,recommended_use,sample_id,anchor_steer_abs,target_peak_signed,target_peak_abs,target_final_delta,input_valid_ratio,label_valid_ratio,split
V03_hzh_2025_09_27_19_33_25_0023,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_33_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,38765934,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,226180,565.456,0.0,565.456,250.0000000059117,24,0,23,557.776,564.745,561.86,6.969000000000051,10.96555126899685,8.146757590096415,extreme,弯道/曲率,True,555.776,557.776,557.776,562.776,4,True,True,True,True,True,False,True,True,True,0.0167299999999999,0.0168350000000003,11.6366,0.659933,1.45963,0.843663,0.0181231,1.0,99.0892,4.533511880000001,0.2075411260000002,0.1052802339,0.0683333021,0.0025,558.096,after_condition,0.32000000000005,2.353056,8.0,-2.419376,8.378000000007617,weak,2.0754346245912725,False,559.355,-2.310815,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,545.985,11.79099999999994,differentmu_road,design_high_risk_surface,roll_rate;roll_rate;ay;roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_hzh_2025_09_27_19_33_25_0023,-1.2695499658584595,-1.9361001253128052,1.9361001253128052,1.6126819849014282,1.0,1.0,train
V03_jy_2025_09_26_17_17_11_0000,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,46589852,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,135246,676.225,0.0,676.225,200.0000000001819,9,0,0,67.995,73.905,70.95,5.909999999999997,2.107965925901464,2.107965884984984,weak,低附着,True,65.995,67.995,67.995,72.995,1,True,False,True,False,False,True,False,False,True,0.0013202999999999,0.0023820999999999,0.0347862,6.5423e-05,0.000201225,0.0852453,9.80835e-10,0.8,120.978,0.35,0.035,0.03,0.0852453,0.0025,,none,,1.0,8.0,0.0,0.0,none,0.0,False,67.995,0.0,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,78.935,-10.939999999999998,middle_section,design_regular_road,ay;ay,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_jy_2025_09_26_17_17_11_0000,0.14660799503326416,0.0,0.0,0.0,1.0,1.0,test
V03_jy_2025_09_26_17_17_11_0001,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,46589852,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,135246,676.225,0.0,676.225,200.0000000001819,9,0,1,127.42,159.06,132.585,31.64,2.107972225138634,2.107966972090244,weak,低附着,True,125.42,127.42,127.42,132.42000000000002,1,True,False,True,False,False,True,False,False,True,0.0005239999999999,0.000591,0.0347862,6.5423e-05,0.000201225,0.0852453,5.93025e-08,0.8,121.069,0.35,0.035,0.03,0.0852453,0.0025,,none,,1.0,8.0,0.0,0.0,none,0.0,False,127.42,0.0,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,140.085,-12.665000000000006,curve1,design_curve_context,ay;ay,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_jy_2025_09_26_17_17_11_0001,0.14660799503326416,0.0,0.0,0.0,1.0,1.0,test
V03_jy_2025_09_26_17_17_11_0002,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,46589852,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,135246,676.225,0.0,676.225,200.0000000001819,9,0,2,190.88,218.965,218.27,28.085000000000008,2.107966016456409,2.1079658959338903,weak,低附着,True,188.88,190.88,190.88,195.88,1,True,False,True,False,False,True,False,False,True,0.0013567,0.0014382999999999,0.0347862,6.5423e-05,0.000201225,0.0852453,1.33227e-09,0.8,122.987,0.35,0.035,0.03,0.0852453,0.0025,,none,,1.0,8.0,0.0,0.0,none,0.0,False,190.88,0.0,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,159.055,31.82499999999999,curve1,design_curve_context,ay,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_jy_2025_09_26_17_17_11_0002,0.14660799503326416,0.0,0.0,0.0,1.0,1.0,test
V03_jy_2025_09_26_17_17_11_0003,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,46589852,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,135246,676.225,0.0,676.225,200.0000000001819,9,0,3,227.84,235.695,228.555,7.85499999999999,2.107966118626084,2.10796592991193,weak,低附着,True,225.84,227.84,227.84,232.84,1,True,False,True,False,False,True,False,False,False,0.0134800000000001,3.49656,0.0347862,6.5423e-05,0.000201225,0.0852453,2.24843e-09,0.8,122.008,0.35,0.035,0.03,0.0852453,0.0025,,none,,1.0,8.0,0.0,0.0,none,0.0,False,227.84,0.0,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,223.285,4.555000000000007,fix_road,design_special_event_segment,roll_rate;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,V03_jy_2025_09_26_17_17_11_0003,0.14660799503326416,0.0,0.0,0.0,1.0,1.0,test
V03_jy_2025_09_26_17_17_11_0004,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,46589852,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,135246,676.225,0.0,676.225,200.0000000001819,9,0,4,347.925,360.025,360.025,12.099999999999966,2.115835337628934,2.1079799365027494,weak,低附着,True,345.925,347.925,347.925,352.925,1,True,False,True,False,False,True,False,False,True,0.000481,0.0005479999999999,0.0347862,6.5423e-05,0.000201225,0.0852453,1.54407e-08,0.8,120.955,0.35,0.035,0.03,0.0852453,0.0025,,none,,1.0,8.0,0.0,0.0,none,0.0,False,347.925,0.0,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,360.915,-12.990000000000007,middle_section,design_regular_road,roll_rate;roll_rate,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_jy_2025_09_26_17_17_11_0004,0.14660799503326416,0.0,0.0,0.0,1.0,1.0,test
V03_jy_2025_09_26_17_17_11_0005,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,46589852,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,135246,676.225,0.0,676.225,200.0000000001819,9,0,5,389.215,412.57,394.12,23.355000000000015,2.1079659390131136,2.10796588717643,weak,低附着,True,387.215,389.215,389.215,394.215,1,True,False,True,False,False,True,False,False,True,0.0036359999999999,0.008275,0.0347862,6.5423e-05,0.000201225,0.0852453,2.21787e-07,0.8,121.642,0.35,0.035,0.03,0.0852453,0.0025,,none,,1.0,8.0,0.0,0.0,none,0.0,False,389.215,0.0,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,389.94,-0.7250000000000227,curve2,design_curve_context,roll_rate;roll_rate,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_jy_2025_09_26_17_17_11_0005,0.14660799503326416,0.0,0.0,0.0,1.0,1.0,test
V03_jy_2025_09_26_17_17_11_0006,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,46589852,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,135246,676.225,0.0,676.225,200.0000000001819,9,0,6,434.425,438.535,437.905,4.110000000000014,2.107965984004734,2.107965905748212,weak,低附着,True,432.425,434.425,434.425,439.425,1,True,False,True,False,False,True,False,False,True,0.00184,0.003,0.0347862,6.5423e-05,0.000201225,0.0852453,1.26111e-09,0.8,121.599,0.35,0.035,0.03,0.0852453,0.0025,,none,,1.0,8.0,0.0,0.0,none,0.0,False,434.425,0.0,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,438.235,-3.8100000000000014,middle_section,design_regular_road,ay,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_jy_2025_09_26_17_17_11_0006,0.14660799503326416,0.0,0.0,0.0,1.0,1.0,test
V03_jy_2025_09_26_17_17_11_0007,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,46589852,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,135246,676.225,0.0,676.225,200.0000000001819,9,0,7,450.58,494.675,461.405,44.09500000000003,2.107966063222509,2.1079658919546387,weak,低附着,True,448.58,450.58,450.58,455.58,1,True,False,True,False,False,True,False,False,True,0.002507,0.003238,0.0347862,6.5423e-05,0.000201225,0.0852453,1.01249e-09,0.8,122.257,0.35,0.035,0.03,0.0852453,0.0025,,none,,1.0,8.0,0.0,0.0,none,0.0,False,450.58,0.0,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,444.85,5.729999999999961,stop,design_special_event_segment,roll_rate,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_jy_2025_09_26_17_17_11_0007,0.14660799503326416,0.0,0.0,0.0,1.0,1.0,test
V03_jy_2025_09_26_17_17_11_N000,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,46589852,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,135246,676.225,0.0,676.225,200.0000000001819,9,0,-1,543.0,543.0,543.0,0.0,1.6121097464285714,1.6121097464285714,normal,普通驾驶对照,True,541.0,543.0,543.0,548.0,0,False,False,False,False,False,False,False,False,True,0.0011367,0.0012314,0.0347862,6.5423e-05,0.000201225,0.0852453,0.000996799,1.0,110.439,,,,,,,none,,1.0,8.0,0.0,0.0,none,0.0,False,543.0,0.0,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,547.665,-4.664999999999964,differentmu_road,design_high_risk_surface,ay;ay;ay;ay,,,normal_control,正常驾驶/普通弯道对照,远离高动态工况的普通驾驶对照窗口,正常对照,V03_jy_2025_09_26_17_17_11_N000,0.14660799503326416,0.0,0.0,0.0,1.0,1.0,test
V03_jy_2025_09_26_17_17_11_N001,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,46589852,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,135246,676.225,0.0,676.225,200.0000000001819,9,0,-2,563.0,563.0,563.0,0.0,1.5880476214285717,1.5880476214285717,normal,普通驾驶对照,True,561.0,563.0,563.0,568.0,0,False,False,False,False,True,False,False,False,True,0.0068259999999999,0.00685,0.0347862,6.5423e-05,0.000201225,0.0852453,0.00206379,1.0,104.232,,,,,,,none,,1.0,8.0,0.0,0.0,none,0.0,False,563.0,0.0,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,547.665,15.335000000000036,differentmu_road,design_high_risk_surface,ay;ay;ay;ay,,,normal_control,正常驾驶/普通弯道对照,远离高动态工况的普通驾驶对照窗口,正常对照,V03_jy_2025_09_26_17_17_11_N001,0.14660799503326416,0.0,0.0,0.0,1.0,1.0,test
V03_jy_2025_09_26_17_17_11_0008,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,46589852,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,135246,676.225,0.0,676.225,200.0000000001819,9,0,8,578.61,587.935,587.935,9.324999999999932,2.1081543583124964,2.107966301754942,weak,低附着,True,576.61,578.61,578.61,583.61,1,True,False,True,False,False,True,False,False,True,0.0019639999999999,0.0023869999999999,0.0347862,6.5423e-05,0.000201225,0.0852453,2.68007e-09,0.8,121.309,0.35,0.035,0.03,0.0852453,0.0025,,none,,1.0,8.0,0.0,0.0,none,0.0,False,578.61,0.0,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,547.665,30.94500000000005,differentmu_road,design_high_risk_surface,ay;ay;ay;ay,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_jy_2025_09_26_17_17_11_0008,0.14660799503326416,0.0,0.0,0.0,1.0,1.0,test
V03_jy_2025_09_26_17_29_44_0000,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_29_44,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_29_44_vehicle.csv,jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,43868202,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,255605,639.012,0.0,639.012,400.0000000003638,18,0,0,5.032,6.42,5.052,1.388,6.173203940367298,4.293762087000397,strong,低附着,True,3.032,5.032,5.032,10.032,2,True,False,True,False,False,True,False,False,True,0.0005835,0.0006214999999999,0.597389,0.0244522,1.0067,0.0853281,5.36014e-09,0.8,8.79387,1.8924652750000048,0.114518576875,0.04088798425,0.0387173786875,0.00664554859375,,none,,1.0,8.0,0.4255114,6.178599999999035,none,0.0,False,9.06,-0.4858993,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,5.06,-0.0279999999999995,middle_section,design_regular_road,roll_rate,,,delayed_or_no_steer,延迟或无明显转向响应,工况明确但未见明显方向盘响应,响应类型分类,V03_jy_2025_09_26_17_29_44_0000,0.43563398718833923,-0.4979422986507416,0.4979422986507416,-0.4958478808403015,1.0,1.0,train
V03_jy_2025_09_26_17_29_44_N000,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_29_44,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_29_44_vehicle.csv,jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,43868202,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,255605,639.012,0.0,639.012,400.0000000003638,18,0,-1,23.0,23.0,23.0,0.0,1.5504057766003818,1.5504057766003818,normal,普通驾驶对照,True,21.0,23.0,23.0,28.0,0,False,False,False,False,False,False,False,False,True,0.00078,0.0013674999999999,0.172473,0.00651391,0.00725861,0.00337083,5.37321e-10,0.8,98.7873,,,,,,,none,,1.0,8.0,-0.0904084,1.5358000000003038,none,0.0,False,25.46,0.0527079999999999,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,5.06,17.94,middle_section,design_regular_road,roll_rate,,,normal_control,正常驾驶/普通弯道对照,远离高动态工况的普通驾驶对照窗口,正常对照,V03_jy_2025_09_26_17_29_44_N000,-0.11606399714946747,-0.018849998712539673,0.018849998712539673,-0.018849998712539673,1.0,1.0,train
V03_jy_2025_09_26_17_29_44_0001,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_29_44,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_29_44_vehicle.csv,jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,43868202,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,255605,639.012,0.0,639.012,400.0000000003638,18,0,1,36.38,65.752,63.567,29.371999999999996,10.795746553147644,2.156128990574179,extreme,低附着,True,34.38,36.38,36.38,41.38,4,True,True,True,True,False,True,True,True,True,0.000734,0.0007679999999999,0.218627,0.00847603,0.0141292,0.00488916,2.04473e-09,0.8,123.107,1.8924652750000048,0.114518576875,0.04088798425,0.0387173786875,0.00664554859375,,none,,1.0,8.0,-0.0578579999999999,1.186799999999392,none,0.0,False,36.785,0.0670205,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,57.65,-21.27,longstraight,design_regular_road,ay;roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_jy_2025_09_26_17_29_44_0001,-0.10192699730396271,-0.06230799853801727,0.06230799853801727,-0.04834599792957306,1.0,1.0,train
V03_jy_2025_09_26_17_29_44_0002,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_29_44,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_29_44_vehicle.csv,jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,43868202,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,255605,639.012,0.0,639.012,400.0000000003638,18,0,2,84.582,144.905,138.552,60.32300000000001,13.021959271562206,2.8651179123622894,extreme,低附着,True,82.582,84.582,84.582,89.582,4,True,True,True,True,True,True,True,True,True,0.0025749999999999,0.0027300000000001,0.860719,0.0337747,0.0603319,0.013515,2.3131e-09,0.8,122.578,1.8924652750000048,0.114518576875,0.04088798425,0.0387173786875,0.00664554859375,,none,,1.0,8.0,-0.158825,6.143599999988125,none,0.0,False,88.595,-0.2216569999999999,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,86.735,-2.153000000000006,middle_section,design_regular_road,roll_rate;roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_jy_2025_09_26_17_29_44_0002,-0.1928589940071106,0.21572279930114746,0.21572279930114746,0.06527549028396606,1.0,1.0,train
V03_jy_2025_09_26_17_29_44_0003,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_17_29_44,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_29_44_vehicle.csv,jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,43868202,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,255605,639.012,0.0,639.012,400.0000000003638,18,0,3,158.457,186.055,182.317,27.598000000000013,8.224685051020977,3.94960473631859,extreme,低附着,True,156.457,158.457,158.457,163.457,4,True,True,True,True,True,True,False,False,True,0.003947,0.0040147999999999,0.458575,0.148929,0.040282,0.0203863,0.00763228,1.0,7.64934,1.8924652750000048,0.114518576875,0.04088798425,0.0387173786875,0.00664554859375,156.097,before_condition,-2.359999999999985,4.4917622800000006,8.0,2.136018,40.24720000003662,medium,3.475541194490818,False,159.62,-1.72613,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,162.745,-4.288000000000011,curve1,design_curve_context,roll_rate;roll_rate;roll_rate;roll_rate,,,strong_response,强响应型极限工况,工况明确且方向盘响应较强,轨迹预测/强响应分析,V03_jy_2025_09_26_17_29_44_0003,-3.0236101150512695,-0.8899397850036621,0.8899397850036621,-0.6920199394226074,1.0,1.0,train
