episode_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_absolute_path,vehicle_raw_relative_path,vehicle_raw_size_bytes,vehicle_raw_sha256,read_status,read_error,available_columns,missing_required_columns,row_count,duration_s,time_start_s,time_end_s,sampling_rate_median_hz,episode_count,success_episode_count,event_index_in_session,t_condition_anchor,t_condition_end,t_condition_peak,condition_duration_s,condition_score_peak,condition_score_mean,condition_level,condition_context_cn,window_complete,recommended_input_start_s,recommended_input_end_s,recommended_label_start_s,recommended_label_end_s,vehicle_component_count,roll_evidence,lateral_evidence,is_roll_context,is_lateral_dynamic_context,is_curve_context,is_low_mu_context,is_brake_context,has_brake_response,coordinate_continuity_ok,local_lateral_step_p99,local_lateral_step_max,peak_abs_ay_window,peak_abs_yaw_rate_window,peak_abs_roll_rate_window,peak_abs_roll_window,peak_abs_curvature_window,min_mu_window,median_speed_kmh_window,ay_threshold,yaw_rate_threshold,roll_rate_threshold,roll_angle_threshold,curvature_threshold,t_steer_onset,steer_onset_relation,steer_response_delay_s,steer_amp_threshold,steer_rate_threshold,steer_delta_prepost,steer_rate_peak_near,steer_response_strength,steer_response_score,input_start_already_steering,t_response_peak,steer_peak_delta,has_return,has_countersteer,response_shape,nearest_old_context_table,nearest_old_context_time_s,delta_to_nearest_old_context_s,nearest_old_road_module,nearest_old_risk_class,nearest_old_event_types,nearest_old_v0_2_category,nearest_old_v0_2_category_cn,v0_3_category,v0_3_category_cn,v0_3_reason_cn,recommended_use,sample_id,anchor_steer_abs,target_peak_signed,target_peak_abs,target_final_delta,input_valid_ratio,label_valid_ratio,split
V03_gzj_2025_09_27_12_17_12_0000,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_17_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,0,6.35,7.525,6.385,1.1750000000000007,5.691350258471137,2.958555852889067,strong,低附着,True,4.35,6.35,6.35,11.35,2,True,False,True,False,False,True,False,False,True,0.000371,0.000391,0.307091,0.0181972,0.53155,0.0856791,5.36014e-09,0.8,10.36635,3.3619488500000005,0.131894649,0.0917225944,0.0498452451,0.0025,6.054,before_condition,-0.2959999999999994,1.0,8.0,0.3352773,12.601272000000268,weak,1.9104363000000333,False,6.485,0.3337065,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,6.355,-0.0050000000000007,middle_section,design_regular_road,roll_rate;roll_rate,,,delayed_or_no_steer,延迟或无明显转向响应,工况明确但未见明显方向盘响应,响应类型分类,V03_gzj_2025_09_27_12_17_12_0000,0.23230299353599548,-0.49043700098991394,0.49043700098991394,-0.48415398597717285,1.0,1.0,val
V03_gzj_2025_09_27_12_17_12_N000,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_17_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,-1,23.0,23.0,23.0,0.0,1.255759908378267,1.255759908378267,normal,普通驾驶对照,True,21.0,23.0,23.0,28.0,0,False,False,False,False,False,False,False,False,True,0.0002745,0.0002769999999999,0.155833,0.0104858,0.0116277,0.00142266,2.71115e-09,0.8,55.86525,,,,,,,none,,1.0,8.0,0.0795866,1.6405999999991612,none,0.0,False,24.135,-0.072082,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,6.355,16.645,middle_section,design_regular_road,roll_rate;roll_rate,,,normal_control,正常驾驶/普通弯道对照,远离高动态工况的普通驾驶对照窗口,正常对照,V03_gzj_2025_09_27_12_17_12_N000,-0.11920599639415741,-0.07417599856853485,0.07417599856853485,-0.011868000030517578,1.0,1.0,val
V03_gzj_2025_09_27_12_17_12_0002,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_17_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,2,77.66,83.604,82.964,5.944000000000003,6.957019593807385,2.486612703508989,strong,低附着,True,75.66,77.66,77.66,82.66,4,True,True,True,True,False,True,True,True,True,0.0003734999999999,0.000374,0.259775,0.0177146,0.0094583,0.00437637,1.97764e-09,0.8,121.06,3.3619488500000005,0.131894649,0.0917225944,0.0498452451,0.0025,,none,,1.0,8.0,0.0385719999999999,0.4886000000004445,none,0.0,False,82.65,-1.0189279999999998,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,81.7,-4.040000000000006,middle_section,design_regular_road,roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_gzj_2025_09_27_12_17_12_0002,-0.12496600300073624,-1.0203239917755127,1.0203239917755127,-1.0203239917755127,1.0,1.0,val
V03_gzj_2025_09_27_12_17_12_0003,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_17_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,3,89.489,167.105,158.984,77.61599999999999,11.333191372772758,2.6599049008964424,extreme,低附着,True,87.489,89.489,89.489,94.489,4,True,True,True,True,True,True,True,True,True,0.001668,0.0017044999999999,0.299696,0.00941297,0.0146446,0.00606915,2.04473e-09,0.8,122.688,3.3619488500000005,0.131894649,0.0917225944,0.0498452451,0.0025,,none,,1.0,8.0,0.0759220999999999,0.7680000000006977,none,0.0,False,93.665,-0.1338668,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,81.7,7.7890000000000015,middle_section,design_regular_road,roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_gzj_2025_09_27_12_17_12_0003,-0.07836530357599258,-0.13316869735717773,0.13316869735717773,-0.11466769129037857,1.0,1.0,val
V03_gzj_2025_09_27_12_17_12_0004,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_17_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,4,175.279,176.355,175.504,1.0759999999999934,5.324275527830824,3.997106858111646,strong,低附着,True,173.279,175.279,175.279,180.279,3,True,True,True,True,False,True,False,False,True,0.004539,0.0045595,3.45354,0.179792,0.158557,0.050105,0.000148642,0.8,94.339,3.3619488500000005,0.131894649,0.0917225944,0.0498452451,0.0025,175.134,near_sync,-0.1450000000000102,1.0,8.0,1.14354,13.718400000012474,medium,2.8583400000015597,False,175.49,1.079661,True,True,countersteer,episode_candidates_v0_6.csv,175.24,0.0389999999999872,curve1,design_curve_context,roll_rate;roll_rate;roll_rate;roll_rate,,,strong_response,强响应型极限工况,工况明确且方向盘响应较强,轨迹预测/强响应分析,V03_gzj_2025_09_27_12_17_12_0004,0.37821298837661743,-0.9260720014572144,0.9260720014572144,-0.4255113899707794,1.0,1.0,val
V03_gzj_2025_09_27_12_17_12_0005,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_17_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,5,187.094,189.234,187.385,2.140000000000015,5.264085804321383,3.856189703909964,strong,低附着,True,185.094,187.094,187.094,192.094,3,True,True,True,True,False,True,False,False,True,0.007605,0.007635,3.82627,0.166488,0.186272,0.0543832,1.01249e-09,0.8,104.34,3.3619488500000005,0.131894649,0.0917225944,0.0498452451,0.0025,186.984,near_sync,-0.1099999999999852,1.136423352,8.0,0.974679,12.6710799999395,medium,2.4415574495110564,False,187.48,1.186126,True,True,countersteer,episode_candidates_v0_6.csv,186.555,0.5389999999999873,middle_section,design_regular_road,roll_rate;roll_rate;roll_rate,,,strong_response,强响应型极限工况,工况明确且方向盘响应较强,轨迹预测/强响应分析,V03_gzj_2025_09_27_12_17_12_0005,0.11859504878520966,-0.8929980397224426,0.8929980397224426,-0.3414740562438965,1.0,1.0,val
V03_gzj_2025_09_27_12_17_12_0009,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_17_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,9,240.784,240.98,240.784,0.1959999999999979,3.793823217071541,3.601679161338592,medium,低附着,True,238.784,240.784,240.784,245.784,1,False,True,False,True,False,True,True,True,True,0.0030315,1.24812,1.84391,0.144923,0.081967,0.0235383,3.1926e-09,0.8,51.0783,3.3619488500000005,0.131894649,0.0917225944,0.0498452451,0.0025,240.484,before_condition,-0.2999999999999829,1.0,8.0,1.120851,17.558000000015976,medium,3.315601000001997,False,240.83,0.9374168,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,240.62,0.1639999999999872,fix_road,design_special_event_segment,roll_rate,,,weak_or_conservative,弱响应/保守响应,存在工况压力但驾驶员响应不激烈,风格/弱响应分析,V03_gzj_2025_09_27_12_17_12_0009,0.9869834780693054,-1.4305589199066162,1.4305589199066162,-0.9402086734771729,1.0,1.0,val
V03_gzj_2025_09_27_12_17_12_0010,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_17_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,10,247.684,248.12,247.899,0.436000000000007,4.720147546730104,4.120689738821809,strong,低附着,True,245.684,247.684,247.684,252.684,2,True,True,True,True,False,True,False,False,True,0.0047805,0.0048064999999999,3.23127,0.148564,0.17237,0.0411984,3.1926e-09,0.8,94.9366,3.3619488500000005,0.131894649,0.0917225944,0.0498452451,0.0025,247.569,near_sync,-0.1150000000000091,1.0,8.0,-1.0669212,20.036400000018222,strong,3.5714712000022777,False,247.925,-1.0882142,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,247.645,0.0389999999999872,fix_road,design_special_event_segment,roll_rate,,,strong_response,强响应型极限工况,工况明确且方向盘响应较强,轨迹预测/强响应分析,V03_gzj_2025_09_27_12_17_12_0010,-0.4677479863166809,0.7400189638137817,0.7400189638137817,0.43990999460220337,1.0,1.0,val
V03_gzj_2025_09_27_12_17_12_N001,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_17_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,-2,323.0,323.0,323.0,0.0,0.8810304288109987,0.8810304288109987,normal,普通驾驶对照,True,321.0,323.0,323.0,328.0,0,False,False,False,False,False,False,False,False,True,0.0015585,1.248895,0.233539,0.0100281,0.00871427,0.00307382,0.00108498,1.0,80.29695000000001,,,,,,,none,,1.0,8.0,-0.001047,0.0698000000000666,none,0.0,False,327.48,-0.0010469999999999,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,332.27,-9.269999999999982,curve2,design_curve_context,roll_rate;roll_rate,,,normal_control,正常驾驶/普通弯道对照,远离高动态工况的普通驾驶对照窗口,正常对照,V03_gzj_2025_09_27_12_17_12_N001,-0.1755799949169159,-0.0013960003852844238,0.0013960003852844238,-0.0010470002889633179,1.0,1.0,val
V03_gzj_2025_09_27_12_17_12_0014,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_17_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,14,363.009,371.97,369.244,8.961000000000013,10.150014306466682,3.9292063381746978,extreme,低附着,True,361.009,363.009,363.009,368.009,4,True,True,True,True,False,True,True,True,True,0.0034164999999999,0.0034279999999999,2.92579,0.136439,0.1699,0.040554,2.72669e-09,0.8,120.963,3.3619488500000005,0.131894649,0.0917225944,0.0498452451,0.0025,364.159,after_condition,1.1499999999999773,1.0,8.0,-0.6375689999999999,13.055200000011874,medium,2.269469000001484,False,368.005,-1.4730561,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,362.46,0.549000000000035,curve2,design_curve_context,roll_rate;roll_rate;roll_rate,,,delayed_or_no_steer,延迟或无明显转向响应,工况先出现，方向盘响应偏晚,响应时序分析,V03_gzj_2025_09_27_12_17_12_0014,-0.1887574940919876,-1.2043625116348267,1.2043625116348267,-1.2043625116348267,1.0,1.0,val
V03_gzj_2025_09_27_12_17_12_0015,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_17_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,42413171,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,245899,614.749,0.0,614.749,250.0000000059117,21,0,15,386.079,430.049,393.904,43.96999999999997,9.306668897356916,1.9689132008662715,extreme,低附着,True,384.079,386.079,386.079,391.079,4,True,True,True,True,False,True,True,True,True,0.0011449999999999,1.2490450000000002,1.25432,0.0553261,0.059279,0.0194972,2.02497e-09,0.8,122.163,3.3619488500000005,0.131894649,0.0917225944,0.0498452451,0.0025,,none,,1.0,8.0,0.30264,4.398236000004,none,0.0,False,386.52,-0.208392,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,385.46,0.6190000000000282,middle_section,design_regular_road,roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_gzj_2025_09_27_12_17_12_0015,-0.03647740185260773,-0.1850045919418335,0.1850045919418335,-0.12339459359645844,1.0,1.0,val
V03_gzj_2025_09_27_12_28_14_N000,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_28_14,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,43133899,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,250995,627.485,0.0,627.485,400.0000000003638,24,0,-1,23.0,23.0,23.0,0.0,1.777999835125751,1.777999835125751,normal,普通驾驶对照,True,21.0,23.0,23.0,28.0,0,False,False,False,False,False,False,False,False,True,0.0005355,0.0005405,0.022159,0.00130163,0.00738089,0.0014685,9.8141e-10,0.8,67.82624999999999,,,,,,,none,,1.0,8.0,0.0022685,0.1046000000000199,none,0.0,False,27.99,-0.069988,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,40.345,-17.345,middle_section,design_regular_road,roll_rate;roll_rate,,,normal_control,正常驾驶/普通弯道对照,远离高动态工况的普通驾驶对照窗口,正常对照,V03_gzj_2025_09_27_12_28_14_N000,-0.11606399714946747,-0.06998799741268158,0.06998799741268158,-0.06998799741268158,1.0,1.0,train
V03_gzj_2025_09_27_12_28_14_0001,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_28_14,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,43133899,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,250995,627.485,0.0,627.485,400.0000000003638,24,0,1,41.17,41.443,41.42,0.2729999999999961,3.2670528234723646,2.961809482215515,medium,低附着,True,39.17,41.17,41.17,46.17,1,True,False,True,False,False,True,False,False,True,0.0041755,0.0041955,2.6227,0.128076,0.154933,0.037336,3.82108e-09,0.8,88.33005,4.013363525000002,0.167015155625,0.111757538375,0.0588006821249999,0.0025,41.008,near_sync,-0.161999999999999,1.0,8.0,0.46068,17.907000000016282,medium,2.6990550000020352,False,41.605,-1.020494,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,40.345,0.8250000000000028,middle_section,design_regular_road,roll_rate;roll_rate,,,weak_or_conservative,弱响应/保守响应,存在工况压力但驾驶员响应不激烈,风格/弱响应分析,V03_gzj_2025_09_27_12_28_14_0001,-0.20542499423027039,0.5759580135345459,0.5759580135345459,0.13526278734207153,1.0,1.0,train
V03_gzj_2025_09_27_12_28_14_0003,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_28_14,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,43133899,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,250995,627.485,0.0,627.485,400.0000000003638,24,0,3,67.465,111.908,105.795,44.443,7.672673266605475,1.736477812994575,extreme,低附着,True,65.465,67.465,67.465,72.465,4,True,True,True,True,False,True,True,True,True,0.0014225,0.003791,0.807499,0.0356126,0.0379665,0.0134393,1.77636e-09,0.8,116.7035,4.013363525000002,0.167015155625,0.111757538375,0.0588006821249999,0.0025,,none,,1.0,8.0,0.1886701,2.652899999994872,none,0.0,False,68.915,0.2687811,True,False,return,episode_candidates_v0_6.csv,46.325,21.14,middle_section,design_regular_road,roll_rate;roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_gzj_2025_09_27_12_28_14_0003,-0.20629799365997314,0.26494109630584717,0.26494109630584717,0.06597399711608887,1.0,1.0,train
V03_gzj_2025_09_27_12_28_14_0006,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_28_14,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,43133899,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,250995,627.485,0.0,627.485,400.0000000003638,24,0,6,134.855,155.413,153.99,20.55800000000002,8.595152573301814,2.196369269233305,extreme,低附着,True,132.855,134.855,134.855,139.855,4,True,True,True,True,True,True,True,True,True,0.001166,0.0011765,1.30548,0.0626727,0.0748308,0.0199114,8.66982e-08,0.8,115.4795,4.013363525000002,0.167015155625,0.111757538375,0.0588006821249999,0.0025,,none,,1.0,8.0,0.532849,5.096366000004635,none,0.0,False,136.605,0.327773,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,135.54,-0.6850000000000023,curve1,design_curve_context,roll_rate;roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_gzj_2025_09_27_12_28_14_0006,0.00401426013559103,-0.31538125872612,0.31538125872612,-0.23108124732971191,1.0,1.0,train
V03_gzj_2025_09_27_12_28_14_0008,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_12_28_14,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,43133899,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,250995,627.485,0.0,627.485,400.0000000003638,24,0,8,178.95,226.815,223.28,47.86500000000001,11.442936935859224,3.0390858100704725,extreme,低附着,True,176.95,178.95,178.95,183.95,4,True,True,True,True,False,True,True,True,True,0.0015305499999999,0.0023365,1.11794,0.0520719,0.0567176,0.0174746,0.0001481284999999,0.8,116.3155,4.013363525000002,0.167015155625,0.111757538375,0.0588006821249999,0.0025,,none,,1.0,8.0,0.407185,5.305879999974664,none,0.0,False,179.53,0.30072,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,184.075,-5.125,middle_section,design_regular_road,ay;roll_rate;ay,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_gzj_2025_09_27_12_28_14_0008,-0.16807499527931213,0.2993239760398865,0.2993239760398865,0.08918609470129013,1.0,1.0,train
