episode_uid,subject_id,record_id,split,v2_0_decision,v2_0_decision_cn,v2_0_decision_detail_cn,v2_0_height_pose_issue,road_coord_is_curve_v1_9,road_coord_mapping_quality_v1_9,z_residual_range_v1_3,z_rise_from_start_v1_4,z_drop_from_start_v1_4,height_jump_suspected_v1_2,z_transient_suspected_v1_3,roadedge_or_offroad_suspected_v1_3,offroad_or_road_recovery_suspected_v1_2,current_text_has_road_keyword,current_text_has_height_keyword,old_text_has_road_keyword_goal2_used,old_text_has_height_keyword_goal2_used,later_old_context_has_road_keyword,later_old_context_has_height_keyword,z_residual_ge_0_50,z_rise_ge_0_50,actual_exclusion_reasons,actual_reason_count,recovery_priority,recovery_suggestion_cn,review_image_path
rec_v1_byx_2025_09_28_17_15_52_0018,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.0001319057278585,0.0001999999999995,9.999999999976694e-05,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0040_rec_v1_byx_2025_09_28_17_15_52_0018.png
rec_v1_byx_2025_09_28_17_15_52_0019,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=2，高度微动正常。,高度微动正常,False,low_but_context_usable,0.0077811489193297,0.0061999999999997,0.0,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_9_coord_curve_revised\figures\review_panels_v1_9\02_原误判弯道_坐标显示非弯道_动态可训练\0041_rec_v1_byx_2025_09_28_17_15_52_0019.png
rec_v1_byx_2025_09_28_17_15_52_0021,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.0001810917487627,9.999999999976694e-05,0.0002000000000013,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0043_rec_v1_byx_2025_09_28_17_15_52_0021.png
rec_v1_byx_2025_09_28_17_25_18_0004,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,high,0.0033296843011318,0.0029289999999999,0.00121,False,False,False,False,False,False,True,False,False,True,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0049_rec_v1_byx_2025_09_28_17_25_18_0004.png
rec_v1_byx_2025_09_28_17_25_18_0007,,,,train_noncurve_secondary_dynamic,非弯道次级动态训练候选,道路坐标显示非弯道，车辆动态为弱到中等，但伴随方向盘、速度或制动响应；作为次级训练候选。,高度微动正常,False,medium,0.0052828091655641,0.00495,0.0007699999999992,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0052_rec_v1_byx_2025_09_28_17_25_18_0007.png
rec_v1_byx_2025_09_28_17_25_18_0017,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,low_but_context_usable,0.0012716965531271,0.0005999999999986,0.0006000000000003,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0062_rec_v1_byx_2025_09_28_17_25_18_0017.png
rec_v1_byx_2025_09_28_17_25_18_0018,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=4，高度小幅复核。,高度小幅复核,False,low_but_context_usable,0.0917112127764969,0.0861,0.0035999999999987,False,False,False,False,False,False,True,False,False,True,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0063_rec_v1_byx_2025_09_28_17_25_18_0018.png
rec_v1_byx_2025_09_28_17_25_18_0019,,,,train_noncurve_secondary_dynamic,非弯道次级动态训练候选,道路坐标显示非弯道，车辆动态为弱到中等，但伴随方向盘、速度或制动响应；作为次级训练候选。,高度微动正常,False,medium,0.0032834346710064,0.0020000000000006,0.0014000000000002,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0064_rec_v1_byx_2025_09_28_17_25_18_0019.png
rec_v1_byx_2025_09_28_17_25_18_0020,,,,train_noncurve_secondary_dynamic,非弯道次级动态训练候选,道路坐标显示非弯道，车辆动态为弱到中等，但伴随方向盘、速度或制动响应；作为次级训练候选。,高度微动正常,False,medium,0.0076139092322442,0.0057000000000009,0.0019999999999988,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_0_no_history_reaudit\figures\review_panels_v2_0\02_非弯道次级动态训练候选\0065_rec_v1_byx_2025_09_28_17_25_18_0020.png
rec_v1_byx_2025_09_28_17_25_18_0021,,,,train_noncurve_secondary_dynamic,非弯道次级动态训练候选,道路坐标显示非弯道，车辆动态为弱到中等，但伴随方向盘、速度或制动响应；作为次级训练候选。,高度微动正常,False,low_but_context_usable,0.0031768601249879,0.0013000000000005,0.0025999999999992,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0066_rec_v1_byx_2025_09_28_17_25_18_0021.png
rec_v1_byx_2025_09_28_17_35_43_0000,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=2，高度小幅复核。,高度小幅复核,False,high,0.0933565570602028,0.0099600249999999,0.084121775,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_8_anchor_curve_revised\figures\review_panels_v1_8\06_非弯道主训练候选_修正锚点后抽查\0068_rec_v1_byx_2025_09_28_17_35_43_0000.png
rec_v1_byx_2025_09_28_17_35_43_0002,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,high,0.0011468358034123,0.0004754999999999,0.0006025,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0070_rec_v1_byx_2025_09_28_17_35_43_0002.png
rec_v1_byx_2025_09_28_17_35_43_0004,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=2，高度小幅复核。,高度小幅复核,False,high,0.0887488092762335,0.07396245,0.01960875,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0072_rec_v1_byx_2025_09_28_17_35_43_0004.png
rec_v1_byx_2025_09_28_17_35_43_0005,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=2，高度微动正常。,高度微动正常,False,high,0.0084342151419204,0.00309025,0.00514575,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0073_rec_v1_byx_2025_09_28_17_35_43_0005.png
rec_v1_byx_2025_09_28_17_35_43_0007,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,high,0.0073086912694849,0.00325375,0.0041402499999999,False,False,False,False,False,False,True,False,False,True,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0075_rec_v1_byx_2025_09_28_17_35_43_0007.png
rec_v1_byx_2025_09_28_17_35_43_0008,,,,train_curve_normal_or_weak,弯道普通/弱侧倾训练候选,道路坐标确认在弯道，车辆动态较弱或更像正常过弯；保留为弯道普通/弱侧倾训练候选。,高度微动正常,True,high,0.0022226055390153,0.0012322499999999,0.00093475,False,False,False,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad,2,A_优先人工恢复复核,当前高度表现接近正常，主要是旧版本文字触发排除；旧结论不应硬继承，建议优先看图恢复。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_5_curve_separated\figures\review_panels_v1_5\02_主训练候选抽查\0076_rec_v1_byx_2025_09_28_17_35_43_0008.png
