episode_uid,subject_id,record_id,split,v2_0_decision,v2_0_decision_cn,v2_0_decision_detail_cn,v2_0_height_pose_issue,road_coord_is_curve_v1_9,road_coord_mapping_quality_v1_9,z_residual_range_v1_3,z_rise_from_start_v1_4,z_drop_from_start_v1_4,height_jump_suspected_v1_2,z_transient_suspected_v1_3,roadedge_or_offroad_suspected_v1_3,offroad_or_road_recovery_suspected_v1_2,current_text_has_road_keyword,current_text_has_height_keyword,old_text_has_road_keyword_goal2_used,old_text_has_height_keyword_goal2_used,later_old_context_has_road_keyword,later_old_context_has_height_keyword,z_residual_ge_0_50,z_rise_ge_0_50,actual_exclusion_reasons,actual_reason_count,recovery_priority,recovery_suggestion_cn,review_image_path,manual_keep,manual_note,copied_image_path,review_folder
rec_v1_zxy_2025_09_28_16_12_11_0025,,,,train_noncurve_secondary_dynamic,非弯道次级动态训练候选,道路坐标显示非弯道，车辆动态为弱到中等，但伴随方向盘、速度或制动响应；作为次级训练候选。,高度微动正常,False,medium,0.0072068900633404,0.003350000000001,0.0038499999999999,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_2_cleaned\figures\review_panels_v1_2\05_超长误合并_需要拆分\1702_rec_v1_zxy_2025_09_28_16_12_11_0025.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0055_rec_v1_zxy_2025_09_28_16_12_11_0025_高度微动正常.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_yzy_2025_09_27_14_13_03_0021,,,,review_fast_steer_weak_vehicle,快打方向但车辆响应弱,方向盘动作明显，但车辆横滚/横摆/横向动态弱；按用户意见不直接作为目标极限训练样本，进入复核。,高度微动正常,False,medium,0.0074357612403854,9.999999999976694e-05,0.0096000000000007,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_0_no_history_reaudit\figures\review_panels_v2_0\04_快打方向但车辆响应弱_复核\1262_rec_v1_yzy_2025_09_27_14_13_03_0021.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0057_rec_v1_yzy_2025_09_27_14_13_03_0021_高度微动正常.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_byx_2025_09_28_17_46_00_0019,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=2，高度微动正常。,高度微动正常,False,medium,0.0075212226026302,0.0055000000000013,0.0022999999999999,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_9_coord_curve_revised\figures\review_panels_v1_9\02_原误判弯道_坐标显示非弯道_动态可训练\0115_rec_v1_byx_2025_09_28_17_46_00_0019.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0058_rec_v1_byx_2025_09_28_17_46_00_0019_高度微动正常.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_zdq_2025_09_26_15_21_51_0005,,,,review_speed_brake_only,速度/制动为主但横向动态弱,速度或制动变化明显，但横向车辆动态弱；可能是纵向事件或控制样本，暂复核。,高度微动正常,False,low_but_context_usable,0.0076847489727509,0.003148,0.004281,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_2_cleaned\figures\review_panels_v1_2\03_15到20秒_需要复核\1358_rec_v1_zdq_2025_09_26_15_21_51_0005.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0062_rec_v1_zdq_2025_09_26_15_21_51_0005_高度微动正常.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_lxy_2025_09_28_17_55_52_0001,,,,control_noncurve_weak_or_normal,非弯道弱响应/正常对照,道路坐标显示非弯道，方向盘和车辆横向动态都较弱；作为正常/弱响应对照，不直接进入极限轨迹训练。,高度微动正常,False,high,0.0079892782491959,0.0028614999999999,0.0052234999999999,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_0_no_history_reaudit\figures\review_panels_v2_0\06_非弯道弱响应或正常对照\0765_rec_v1_lxy_2025_09_28_17_55_52_0001.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0067_rec_v1_lxy_2025_09_28_17_55_52_0001_高度微动正常.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_cwh_2025_09_26_19_23_28_0001,,,,review_speed_brake_only,速度/制动为主但横向动态弱,速度或制动变化明显，但横向车辆动态弱；可能是纵向事件或控制样本，暂复核。,高度微动正常,False,high,0.008086243281885,0.0027979999999999,0.005999,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_cwh_2025_09_26_19_23_28_0001.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0068_rec_v1_cwh_2025_09_26_19_23_28_0001_高度微动正常.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_byx_2025_09_28_17_25_18_0015,,,,review_speed_brake_only,速度/制动为主但横向动态弱,速度或制动变化明显，但横向车辆动态弱；可能是纵向事件或控制样本，暂复核。,高度微动正常,False,low_but_context_usable,0.008203468929107,0.0045999999999999,0.0030999999999998,False,False,True,False,False,False,False,False,False,False,False,False,Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,2,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_25_18_0015.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0070_rec_v1_byx_2025_09_28_17_25_18_0015_高度微动正常.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_yzy_2025_09_27_14_26_04_0023,,,,train_noncurve_vehicle_dynamic,非弯道车辆动态训练候选,道路坐标显示非弯道，按当前车辆动态重新纳入训练候选；动态信号数=2，高度微动正常。,高度微动正常,False,low_but_context_usable,0.0082732700590959,0.0021000000000004,0.0060999999999999,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_9_coord_curve_revised\figures\review_panels_v1_9\02_原误判弯道_坐标显示非弯道_动态可训练\1289_rec_v1_yzy_2025_09_27_14_26_04_0023.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0072_rec_v1_yzy_2025_09_27_14_26_04_0023_高度微动正常.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_zdq_2025_09_26_15_52_46_0012,,,,train_noncurve_secondary_dynamic,非弯道次级动态训练候选,道路坐标显示非弯道，车辆动态为弱到中等，但伴随方向盘、速度或制动响应；作为次级训练候选。,高度微动正常,False,low_but_context_usable,0.0088887590616195,0.0054000000000016,0.0059999999999984,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_2_cleaned\figures\review_panels_v1_2\05_超长误合并_需要拆分\1403_rec_v1_zdq_2025_09_26_15_52_46_0012.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0082_rec_v1_zdq_2025_09_26_15_52_46_0012_高度微动正常.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
rec_v1_jy_2025_09_26_17_51_46_0013,,,,train_noncurve_secondary_dynamic,非弯道次级动态训练候选,道路坐标显示非弯道，车辆动态为弱到中等，但伴随方向盘、速度或制动响应；作为次级训练候选。,高度微动正常,False,low_but_context_usable,0.0089041293639802,0.0057749999999998,0.004525000000001,False,False,True,False,False,False,True,False,False,False,False,False,旧版本文字包含路边/下马路/斜坡类关键词；Goal2 episode_type 已映射为 excluded_slope_or_offroad；旧v1.3路边/路外标记,3,B_较可能可恢复,当前高度不属于明显异常，z 指标未越过 0.50；如图中无真实路边/下马路，可恢复到候选训练集。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_8_anchor_curve_revised\figures\review_panels_v1_8\04_弯道_高度小波动普通或弱侧倾_纳入\0696_rec_v1_jy_2025_09_26_17_51_46_0013.png,,,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认\0083_rec_v1_jy_2025_09_26_17_51_46_0013_高度微动正常.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_goal2_clean_task_audit\outputs\exclusion_recovery_audit\manual_review_images_by_priority\01_B_较可能可恢复_看图确认
